fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 34199983.178 340.22 34.079 2.453046916E-01 1.553797086E-04 2.314255473E-05 1.827221221E-01 1.266472417E-04 6.071711706E-01 0.000000000E+00 
00L2 34224859.258 340.09 34.092 2.461905826E-01 1.563591583E-04 2.337984489E-05 1.832924803E-01 1.275541114E-04 6.073609496E-01 0.000000000E+00 
00L3 34244790.344 340.02 34.099 2.471816066E-01 1.570734504E-04 2.367155864E-05 1.848299145E-01 1.280532374E-04 6.096883833E-01 0.000000000E+00 
00L4 34264710.743 339.95 34.106 2.470429273E-01 1.579005260E-04 2.379291861E-05 1.860831747E-01 1.278631923E-04 6.099464634E-01 0.000000000E+00 
00L5 34284741.33 339.91 34.11 2.476582943E-01 1.584527954E-04 2.391611788E-05 1.870969677E-01 1.278392572E-04 6.094497489E-01 0.000000000E+00 
00L6 34304812.31 339.9 34.111 2.481493063E-01 1.589407923E-04 2.417803192E-05 1.861139464E-01 1.298904006E-04 6.130169846E-01 0.000000000E+00 
00L7 34324902.912 339.89 34.112 2.485828504E-01 1.597227386E-04 2.432622563E-05 1.858845583E-01 1.308505947E-04 6.126843950E-01 0.000000000E+00 
00L8 34344933.512 339.87 34.114 2.487448722E-01 1.606590101E-04 2.451396309E-05 1.865350518E-01 1.314106266E-04 6.134148769E-01 0.000000000E+00 
00L9 34364953.368 339.89 34.112 2.493907166E-01 1.615708845E-04 2.472517520E-05 1.877473467E-01 1.317058100E-04 6.136150344E-01 0.000000000E+00 
0L10 34385113.986 339.89 34.112 2.498531716E-01 1.626232991E-04 2.480486697E-05 1.864648816E-01 1.330113063E-04 6.104769465E-01 2.316886401E-17 
0L11 34405095.8707 339.88 34.113 2.506567245E-01 1.629887804E-04 2.501876495E-05 1.871036305E-01 1.337055023E-04 6.123909963E-01 0.000000000E+00 
0L12 34425326.677 339.89 34.112 2.506550277E-01 1.633163256E-04 2.512914602E-05 1.889726828E-01 1.329736586E-04 6.138633561E-01 0.000000000E+00 
