i1.dat - 26.4.2024  :33404000
T=292.13

i2.dat - 26.4.2024  :33440000
T=292.13

i3.dat - 26.4.2024  :33470000
T=292.13

i4.dat - 26.4.2024  :33500000
T=292.12

cprpf1Mn1.dat - 29.4.2024  :32468000
T=291.02 f=1000000 Vm=0.01 Im=10

cprpf1Mn2.dat - 29.4.2024  :32562000
T=291.05 f=1000000 Vm=0.01 Im=10

cprp100fn1.dat - 29.4.2024  :32654000
T=291.07 f=100000 Vm=0.01 Im=10

cprp100fn2.dat - 29.4.2024  :32748000
T=291.09 f=100000 Vm=0.01 Im=10

cprp10fn1.dat - 29.4.2024  :32842000
T=291.12 f=10000 Vm=0.01 Im=10

cprp10fn2.dat - 29.4.2024  :32936000
T=291.14 f=10000 Vm=0.01 Im=10

cprpf1Mn3.dat - 29.4.2024  :33080000
T=291.18 f=1000000 Vm=0.01 Im=10

cprpf1Mn4.dat - 29.4.2024  :33172000
T=291.21 f=1000000 Vm=0.01 Im=10

cprp100fn3.dat - 29.4.2024  :33268000
T=291.23 f=100000 Vm=0.01 Im=10

cprp100fn4.dat - 29.4.2024  :33360000
T=291.25 f=100000 Vm=0.01 Im=10

cprp10fn3.dat - 29.4.2024  :33454000
T=291.26 f=10000 Vm=0.01 Im=10

cprp10fn4.dat - 29.4.2024  :33548000
T=291.29 f=10000 Vm=0.01 Im=10

rrm1V2n1.dat - 29.4.2024  :33728000
T=291.34 f=1000000 Vb=-1.2 Vm=0.01 Im=10

rrm1Vn1.dat - 29.4.2024  :33870000
T=291.36 f=1000000 Vb=-1 Vm=0.01 Im=10

rrm0V8n1.dat - 29.4.2024  :34010000
T=291.40 f=1000000 Vb=-0.8 Vm=0.01 Im=10

rrm0V6n1.dat - 29.4.2024  :34152000
T=291.44 f=1000000 Vb=-0.6 Vm=0.01 Im=10

rrm0V4n1.dat - 29.4.2024  :34292000
T=291.47 f=1000000 Vb=-0.4 Vm=0.01 Im=10

rrm0V2n1.dat - 29.4.2024  :34434000
T=291.50 f=1000000 Vb=-0.2 Vm=0.01 Im=10

rr2V22E-16n1.dat - 29.4.2024  :34574000
T=291.53 f=1000000 Vm=0.01 Im=10

rr0V2n1.dat - 29.4.2024  :34716000
T=291.55 f=1000000 Vb=0.2 Vm=0.01 Im=10

rr0V4n1.dat - 29.4.2024  :34856000
T=291.59 f=1000000 Vb=0.4 Vm=0.01 Im=10

cpg0Vn1.dat - 29.4.2024  :35138000
T=291.65 f=1000000 Vm=0.01 Im=10

cpg0V4n1.dat - 29.4.2024  :35390000
T=291.70 f=1000000 Vb=0.4 Vm=0.01 Im=10

cpg0Vn2.dat - 29.4.2024  :36072000
T=291.86 f=1000000 Vm=0.01 Im=10

cpg0V4n2.dat - 29.4.2024  :36724000
T=291.99 f=1000000 Vb=0.4 Vm=0.01 Im=10

cpg0Vn3.dat - 29.4.2024  :36890000
T=292.03 f=1000000 Vm=0.01 Im=10

cpg0V4n3.dat - 29.4.2024  :37046000
T=292.06 f=1000000 Vb=0.4 Vm=0.01 Im=10

cpg0Vn4.dat - 29.4.2024  :38330000
T=292.33 f=1000000 Vm=0.01 Im=10

cpg0V4n4.dat - 29.4.2024  :39604000
T=292.50 f=1000000 Vb=0.4 Vm=0.01 Im=10

