fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0US1 9:26 302.6 38.32 1.000E+000 1.604E+000 1.114E-010 6.969E+002 2.807E+000 5.659E-006 1.506E-005 9.922E-003 1.502E-005 3.733E-008 2.504E-001 5.000E-003 7.314E-006 1.252E-003 
0US2 9:48 306.1 37.88 1.000E+000 1.721E+000 2.044E-010 7.162E+002 2.788E+000 6.592E-006 1.399E-005 9.377E-003 1.395E-005 3.277E-008 2.505E-001 4.700E-003 6.824E-006 1.185E-003 
0US3 10:12 308.9 37.53 1.000E+000 1.619E+000 2.989E-010 7.307E+002 2.751E+000 7.262E-006 1.587E-005 1.076E-002 1.583E-005 4.270E-008 2.507E-001 5.400E-003 7.761E-006 1.036E-003 
0US4 10:29 311.2 37.26 1.000E+000 1.782E+000 4.503E-010 7.330E+002 2.726E+000 7.833E-006 1.430E-005 9.667E-003 1.426E-005 3.455E-008 2.506E-001 4.800E-003 7.050E-006 5.667E-004 
0US5 10:52 313.3 37.01 1.000E+000 1.676E+000 5.944E-010 7.449E+002 2.710E+000 8.565E-006 1.544E-005 1.052E-002 1.540E-005 4.062E-008 2.507E-001 5.300E-003 7.517E-006 1.996E-003 
0US6 11:12 315.7 36.73 1.000E+000 1.733E+000 8.619E-010 7.482E+002 2.677E+000 9.258E-006 1.507E-005 1.023E-002 1.503E-005 3.857E-008 2.508E-001 5.100E-003 7.415E-006 7.551E-004 
0US7 11:36 318.3 36.43 1.000E+000 1.659E+000 1.225E-009 7.254E+002 2.577E+000 8.863E-006 1.863E-005 1.229E-002 1.858E-005 5.731E-008 2.510E-001 6.200E-003 9.093E-006 1.782E-003 
0US8 11:56 321.3 36.09 1.000E+000 1.698E+000 1.990E-009 7.783E+002 2.673E+000 1.245E-005 1.682E-005 1.147E-002 1.678E-005 4.834E-008 2.512E-001 5.700E-003 8.335E-006 1.146E-003 
0US9 12:19 324.7 35.71 1.000E+000 1.693E+000 3.060E-009 7.698E+002 2.576E+000 1.274E-005 1.628E-005 1.093E-002 1.624E-005 4.456E-008 2.512E-001 5.500E-003 7.954E-006 6.771E-003 
US10 12:37 327.8 35.37 1.000E+000 1.722E+000 4.765E-009 7.911E+002 2.608E+000 1.575E-005 1.497E-005 1.003E-002 1.494E-005 3.765E-008 2.513E-001 5.000E-003 7.380E-006 7.187E-004 
US11 12:59 329.7 35.17 1.000E+000 1.731E+000 6.623E-009 8.030E+002 2.611E+000 1.764E-005 1.510E-005 1.007E-002 1.506E-005 3.811E-008 2.514E-001 5.000E-003 7.473E-006 4.524E-004 
US12 13:15 332.6 34.86 1.000E+000 1.612E+000 9.683E-009 7.987E+002 2.570E+000 1.924E-005 1.458E-005 9.522E-003 1.454E-005 3.482E-008 2.515E-001 4.800E-003 7.102E-006 1.356E-003 
