Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.218557031E+00 1.166336862E+00 5.222016900E-02 1.179357561E+00 1.137062445E+00 4.229511600E-02
1.468000E+10 1.218609106E+00 1.166536367E+00 5.207273900E-02 1.190213697E+00 1.145131250E+00 4.508244700E-02
2.154000E+10 1.218685318E+00 1.166825723E+00 5.185959500E-02 1.198461693E+00 1.151556679E+00 4.690501400E-02
3.162000E+10 1.218795443E+00 1.167242669E+00 5.155277400E-02 1.204572016E+00 1.156471952E+00 4.810006400E-02
4.642000E+10 1.218955438E+00 1.167839923E+00 5.111551500E-02 1.209041819E+00 1.160296846E+00 4.874497300E-02
6.813000E+10 1.219185784E+00 1.168686963E+00 5.049882100E-02 1.212318861E+00 1.163424964E+00 4.889389700E-02
1.000000E+11 1.219514593E+00 1.169864095E+00 4.965049800E-02 1.214777619E+00 1.166197567E+00 4.858005200E-02
1.468000E+11 1.219977326E+00 1.171473083E+00 4.850424300E-02 1.216717594E+00 1.168915115E+00 4.780247900E-02
2.154000E+11 1.220620076E+00 1.173082020E+00 4.753805600E-02 1.218379605E+00 1.171814457E+00 4.656514800E-02
3.162000E+11 1.221489268E+00 1.173997348E+00 4.749192000E-02 1.219949543E+00 1.173574358E+00 4.637518500E-02
4.642000E+11 1.222629606E+00 1.175267213E+00 4.736239300E-02 1.221570905E+00 1.174917031E+00 4.665387400E-02
6.813000E+11 1.224067172E+00 1.179562810E+00 4.450436200E-02 1.223338439E+00 1.178954938E+00 4.438350100E-02
1.000000E+12 1.225790163E+00 1.183079525E+00 4.271063800E-02 1.225287952E+00 1.182650979E+00 4.263697300E-02
1.468000E+12 1.227677694E+00 1.185804200E+00 4.187349400E-02 1.227331721E+00 1.185656045E+00 4.167567600E-02
2.154000E+12 1.229473612E+00 1.188063777E+00 4.140983500E-02 1.229234952E+00 1.187922241E+00 4.131271100E-02
3.162000E+12 1.231516144E+00 1.190881076E+00 4.063506800E-02 1.231351435E+00 1.190743432E+00 4.060800300E-02
4.642000E+12 1.233293256E+00 1.196373821E+00 3.691943500E-02 1.233181896E+00 1.196157304E+00 3.702459200E-02
6.813000E+12 1.237634374E+00 1.201063521E+00 3.657085300E-02 1.237068659E+00 1.200991655E+00 3.607700400E-02
1.000000E+13 1.241657042E+00 1.203798310E+00 3.785873200E-02 1.241601237E+00 1.203664858E+00 3.793637900E-02
