fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00S1 8:36 299.5 38.71 1.000E+000 1.488E+000 6.232E-011 6.879E+002 2.873E+000 5.521E-006 1.483E-005 9.675E-003 1.480E-005 3.585E-008 2.504E-001 4.800E-003 7.316E-006 5.988E-004 
00S2 8:52 302.3 38.35 1.000E+000 1.407E+000 9.482E-011 6.974E+002 2.808E+000 5.621E-006 1.671E-005 1.102E-002 1.668E-005 4.603E-008 2.505E-001 5.500E-003 8.217E-006 8.714E-003 
00S3 9:18 304.9 38.03 1.000E+000 1.419E+000 1.494E-010 7.344E+002 2.840E+000 6.912E-006 1.323E-005 9.062E-003 1.321E-005 2.998E-008 2.505E-001 4.500E-003 6.516E-006 1.413E-003 
00S4 9:33 307.6 37.69 1.000E+000 1.425E+000 2.259E-010 7.230E+002 2.752E+000 6.787E-006 1.670E-005 1.125E-002 1.666E-005 4.700E-008 2.507E-001 5.600E-003 8.245E-006 3.475E-002 
00S5 9:55 309.9 37.41 1.000E+000 1.423E+000 3.232E-010 7.322E+002 2.732E+000 7.358E-006 1.498E-005 1.016E-002 1.495E-005 3.807E-008 2.506E-001 5.100E-003 7.317E-006 5.118E-003 
00S6 10:15 312.7 37.08 1.000E+000 1.397E+000 4.886E-010 7.137E+002 2.644E+000 7.212E-006 1.817E-005 1.202E-002 1.813E-005 5.464E-008 2.508E-001 6.000E-003 8.956E-006 1.451E-003 
00S7 10:41 315.2 36.78 1.000E+000 1.439E+000 7.401E-010 7.639E+002 2.730E+000 9.735E-006 1.709E-005 1.178E-002 1.706E-005 5.043E-008 2.510E-001 5.900E-003 8.402E-006 3.369E-002 
00S8 11:0 317.4 36.53 1.000E+000 1.457E+000 1.021E-009 7.779E+002 2.688E+000 1.021E-005 1.449E-005 1.010E-002 1.446E-005 3.665E-008 2.509E-001 5.100E-003 7.044E-006 1.289E-003 
00S9 11:28 320.2 36.21 1.000E+000 1.525E+000 1.562E-009 7.742E+002 2.667E+000 1.132E-005 1.556E-005 1.068E-002 1.552E-005 4.160E-008 2.510E-001 5.300E-003 7.704E-006 8.635E-003 
0S10 11:47 322.3 35.97 1.000E+000 1.465E+000 2.033E-009 7.590E+002 2.599E+000 1.129E-005 1.805E-005 1.213E-002 1.801E-005 5.489E-008 2.512E-001 6.100E-003 8.851E-006 1.131E-003 
0S11 12:13 325.3 35.64 1.000E+000 1.496E+000 3.168E-009 7.993E+002 2.641E+000 1.426E-005 1.564E-005 1.072E-002 1.561E-005 4.205E-008 2.513E-001 5.400E-003 7.642E-006 1.851E-003 
0S12 12:34 328.1 35.34 1.000E+000 1.515E+000 4.703E-009 8.061E+002 2.632E+000 1.608E-005 1.701E-005 1.154E-002 1.697E-005 4.926E-008 2.515E-001 5.800E-003 8.346E-006 7.965E-004 
0S13 12:55 330.6 35.07 1.000E+000 1.539E+000 6.553E-009 8.117E+002 2.610E+000 1.766E-005 1.617E-005 1.087E-002 1.613E-005 4.410E-008 2.515E-001 5.500E-003 7.869E-006 4.130E-004 
