N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+16 295 2.100E-4 1.036045881E+00 1.046347679E+00
1.468000E+10 1.000E+16 295 2.100E-4 1.038883293E+00 1.046482357E+00
2.154000E+10 1.000E+16 295 2.100E-4 1.041178258E+00 1.046677089E+00
3.162000E+10 1.000E+16 295 2.100E-4 1.043033557E+00 1.046958885E+00
4.642000E+10 1.000E+16 295 2.100E-4 1.044587106E+00 1.047365274E+00
6.813000E+10 1.000E+16 295 2.100E-4 1.045989500E+00 1.047947737E+00
1.000000E+11 1.000E+16 295 2.100E-4 1.047394096E+00 1.048774170E+00
1.468000E+11 1.000E+16 295 2.100E-4 1.048954158E+00 1.049930149E+00
2.154000E+11 1.000E+16 295 2.100E-4 1.050819871E+00 1.051514679E+00
3.162000E+11 1.000E+16 295 2.100E-4 1.053128640E+00 1.053627747E+00
4.642000E+11 1.000E+16 295 2.100E-4 1.055983817E+00 1.056346076E+00
6.813000E+11 1.000E+16 295 2.100E-4 1.059423598E+00 1.059689147E+00
1.000000E+12 1.000E+16 295 2.100E-4 1.063392732E+00 1.063588989E+00
1.468000E+12 1.000E+16 295 2.100E-4 1.067738480E+00 1.067884201E+00
2.154000E+12 1.000E+16 295 2.100E-4 1.072244589E+00 1.072352870E+00
3.162000E+12 1.000E+16 295 2.100E-4 1.076691730E+00 1.076772013E+00
4.642000E+12 1.000E+16 295 2.100E-4 1.080910037E+00 1.080969299E+00
6.813000E+12 1.000E+16 295 2.100E-4 1.084798126E+00 1.084841608E+00
1.000000E+13 1.000E+16 295 2.100E-4 1.088311448E+00 1.088343138E+00
