X Y Xfit Y
8.2260000E-4 -5.2670000E-5 2.6340743E-2 -5.2670000E-5
1.0560000E-2 -5.2620000E-5 2.8078165E-2 -5.2620000E-5
2.0430000E-2 -5.2670000E-5 2.6340743E-2 -5.2670000E-5
3.0310000E-2 -5.2520000E-5 3.1548929E-2 -5.2520000E-5
4.0200000E-2 -5.2270000E-5 4.0200000E-2 -5.2270000E-5
4.9880000E-2 -5.1970000E-5 5.0525683E-2 -5.1970000E-5
6.1080000E-2 -5.1720000E-5 5.9076180E-2 -5.1720000E-5
7.0930000E-2 -5.1510000E-5 6.6214541E-2 -5.1510000E-5
8.0620000E-2 -5.1110000E-5 7.9680803E-2 -5.1110000E-5
9.0570000E-2 -5.0910000E-5 8.6339746E-2 -5.0910000E-5
1.0030000E-1 -5.0510000E-5 9.9481978E-2 -5.0510000E-5
1.1130000E-1 -5.0210000E-5 1.0916144E-1 -5.0210000E-5
1.2130000E-1 -4.9900000E-5 1.1897876E-1 -4.9900000E-5
1.3100000E-1 -4.9550000E-5 1.2980672E-1 -4.9550000E-5
1.4080000E-1 -4.9200000E-5 1.4032936E-1 -4.9200000E-5
1.5080000E-1 -4.8850000E-5 1.5051342E-1 -4.8850000E-5
1.6170000E-1 -4.8450000E-5 1.6170000E-1 -4.8450000E-5
1.7150000E-1 -4.8040000E-5 1.7263019E-1 -4.8040000E-5
1.8150000E-1 -4.7540000E-5 1.8518926E-1 -4.7540000E-5
1.9110000E-1 -4.7240000E-5 1.9231036E-1 -4.7240000E-5
2.0100000E-1 -4.6740000E-5 2.0349164E-1 -4.6740000E-5
2.1100000E-1 -4.6230000E-5 2.1403661E-1 -4.6230000E-5
2.2180000E-1 -4.5580000E-5 2.2629432E-1 -4.5580000E-5
2.3180000E-1 -4.5080000E-5 2.3489618E-1 -4.5080000E-5
2.4170000E-1 -4.4570000E-5 2.4300143E-1 -4.4570000E-5
2.5140000E-1 -4.3770000E-5 2.5451412E-1 -4.3770000E-5
2.6130000E-1 -4.3210000E-5 2.6181116E-1 -4.3210000E-5
2.7250000E-1 -4.2410000E-5 2.7130969E-1 -4.2410000E-5
2.8230000E-1 -4.1450000E-5 2.8149771E-1 -4.1450000E-5
2.9200000E-1 -4.0450000E-5 2.9096206E-1 -4.0450000E-5
3.0200000E-1 -3.9390000E-5 2.9995880E-1 -3.9390000E-5
3.1180000E-1 -3.7980000E-5 3.1061089E-1 -3.7980000E-5
3.2270000E-1 -3.6420000E-5 3.2102711E-1 -3.6420000E-5
3.3270000E-1 -3.4710000E-5 3.3117408E-1 -3.4710000E-5
3.4240000E-1 -3.2950000E-5 3.4054467E-1 -3.2950000E-5
3.5220000E-1 -3.0940000E-5 3.5021379E-1 -3.0940000E-5
3.6210000E-1 -2.8470000E-5 3.6093432E-1 -2.8470000E-5
3.7310000E-1 -2.5350000E-5 3.7310000E-1 -2.5350000E-5
3.8290000E-1 -2.2390000E-5 3.8358039E-1 -2.2390000E-5
3.9290000E-1 -1.9370000E-5 3.9346970E-1 -1.9370000E-5
4.0250000E-1 -1.6150000E-5 4.0332467E-1 -1.6150000E-5
4.2210000E-1 -8.7530000E-6 4.2405401E-1 -8.7530000E-6
4.6260000E-1 8.2000000E-6 4.6612022E-1 8.2000000E-6
4.8360000E-1 1.7210000E-5 4.8711858E-1 1.7210000E-5
5.0350000E-1 2.5250000E-5 5.0564495E-1 2.5250000E-5
5.5390000E-1 4.5880000E-5 5.5390000E-1 4.5880000E-5
6.0420000E-1 6.5450000E-5 6.0247648E-1 6.5450000E-5
6.5470000E-1 8.3460000E-5 6.5079844E-1 8.3460000E-5
7.0500000E-1 1.0110000E-4 7.0193481E-1 1.0110000E-4
7.5530000E-1 1.1830000E-4 7.5530000E-1 1.1830000E-4
8.0590000E-1 1.3410000E-4 8.0692566E-1 1.3410000E-4
8.5630000E-1 1.4970000E-4 8.5978702E-1 1.4970000E-4
9.0650000E-1 1.6400000E-4 9.0942846E-1 1.6400000E-4
9.5700000E-1 1.7750000E-4 9.5700000E-1 1.7750000E-4
1.0060000E+0 1.9010000E-4 1.0018066E+0 1.9010000E-4
