X Y Xfit Y
9.7060000E-4 -4.8850000E-5 5.7043348E-2 -4.8850000E-5
1.0490000E-2 -4.9450000E-5 2.7532115E-2 -4.9450000E-5
2.0380000E-2 -4.9250000E-5 3.7716391E-2 -4.9250000E-5
3.0230000E-2 -4.9400000E-5 3.0108959E-2 -4.9400000E-5
4.0210000E-2 -4.9200000E-5 4.0210000E-2 -4.9200000E-5
4.9990000E-2 -4.9000000E-5 4.9965006E-2 -4.9000000E-5
6.0930000E-2 -4.8800000E-5 5.9356274E-2 -4.8800000E-5
7.0950000E-2 -4.8500000E-5 7.2734486E-2 -4.8500000E-5
8.0810000E-2 -4.8350000E-5 7.9098600E-2 -4.8350000E-5
9.0460000E-2 -4.8140000E-5 8.7643216E-2 -4.8140000E-5
1.0040000E-1 -4.7840000E-5 9.9120386E-2 -4.7840000E-5
1.1140000E-1 -4.7490000E-5 1.1146416E-1 -4.7490000E-5
1.2120000E-1 -4.7190000E-5 1.2120000E-1 -4.7190000E-5
1.3110000E-1 -4.6790000E-5 1.3306881E-1 -4.6790000E-5
1.4090000E-1 -4.6430000E-5 1.4276959E-1 -4.6430000E-5
1.5070000E-1 -4.6030000E-5 1.5258457E-1 -4.6030000E-5
1.6190000E-1 -4.5580000E-5 1.6256775E-1 -4.5580000E-5
1.7150000E-1 -4.5080000E-5 1.7253388E-1 -4.5080000E-5
1.8140000E-1 -4.4520000E-5 1.8251155E-1 -4.4520000E-5
1.9130000E-1 -4.3970000E-5 1.9129384E-1 -4.3970000E-5
2.0090000E-1 -4.3360000E-5 2.0005474E-1 -4.3360000E-5
2.1080000E-1 -4.2560000E-5 2.1026541E-1 -4.2560000E-5
2.2210000E-1 -4.1700000E-5 2.1993840E-1 -4.1700000E-5
2.3190000E-1 -4.0700000E-5 2.2984383E-1 -4.0700000E-5
2.4170000E-1 -3.9390000E-5 2.4112656E-1 -3.9390000E-5
2.5160000E-1 -3.8180000E-5 2.5022828E-1 -3.8180000E-5
2.6140000E-1 -3.6520000E-5 2.6114522E-1 -3.6520000E-5
2.7240000E-1 -3.4610000E-5 2.7200053E-1 -3.4610000E-5
2.8240000E-1 -3.2550000E-5 2.8217538E-1 -3.2550000E-5
2.9220000E-1 -3.0230000E-5 2.9220000E-1 -3.0230000E-5
3.0180000E-1 -2.7620000E-5 3.0210042E-1 -2.7620000E-5
3.1190000E-1 -2.4550000E-5 3.1233225E-1 -2.4550000E-5
3.2280000E-1 -2.0270000E-5 3.2470716E-1 -2.0270000E-5
3.3250000E-1 -1.6350000E-5 3.3460691E-1 -1.6350000E-5
3.4250000E-1 -1.2070000E-5 3.4424255E-1 -1.2070000E-5
3.5220000E-1 -7.2950000E-6 3.5387945E-1 -7.2950000E-6
3.6200000E-1 -1.9120000E-6 3.6365410E-1 -1.9120000E-6
3.7320000E-1 4.7790000E-6 3.7456685E-1 4.7790000E-6
3.8280000E-1 1.1570000E-5 3.8456249E-1 1.1570000E-5
3.9280000E-1 1.8710000E-5 3.9416075E-1 1.8710000E-5
4.0260000E-1 2.5560000E-5 4.0267008E-1 2.5560000E-5
4.2230000E-1 4.3260000E-5 4.2230000E-1 4.3260000E-5
4.4320000E-1 6.3590000E-5 4.4191538E-1 6.3590000E-5
4.6300000E-1 8.4160000E-5 4.5963713E-1 8.4160000E-5
4.8390000E-1 1.0980000E-4 4.7968911E-1 1.0980000E-4
5.0350000E-1 1.3600000E-4 4.9854430E-1 1.3600000E-4
5.5410000E-1 2.1290000E-4 5.4814295E-1 2.1290000E-4
6.0440000E-1 3.0270000E-4 6.0032615E-1 3.0270000E-4
6.5470000E-1 3.9710000E-4 6.5221974E-1 3.9710000E-4
7.0520000E-1 4.9570000E-4 7.0520000E-1 4.9570000E-4
7.5540000E-1 5.9310000E-4 7.5743933E-1 5.9310000E-4
8.0580000E-1 6.8540000E-4 8.0750494E-1 6.8540000E-4
8.5630000E-1 7.7680000E-4 8.5805392E-1 7.7680000E-4
9.0650000E-1 8.6530000E-4 9.0823246E-1 8.6530000E-4
9.5680000E-1 9.4860000E-4 9.5680000E-1 9.4860000E-4
1.0060000E+0 1.0280000E-3 1.0044751E+0 1.0280000E-3
