T d154 d184 d214 d244
d 150 180 210 240
290 5.685798700E-02 5.474484300E-02 5.363585700E-02 5.250075200E-02
295 5.466159600E-02 5.277310900E-02 5.175675400E-02 5.082698400E-02
300 5.331862700E-02 5.162737300E-02 5.080663900E-02 4.996021700E-02
305 5.213414700E-02 5.069646400E-02 4.983598600E-02 4.925107100E-02
310 5.045037400E-02 5.031709700E-02 4.954678900E-02 4.899508300E-02
315 5.074696300E-02 5.078130100E-02 5.012200800E-02 4.962966300E-02
320 5.108768200E-02 5.131127500E-02 5.076685300E-02 5.029974600E-02
325 5.160858600E-02 5.206193800E-02 5.162588000E-02 5.114085700E-02
330 5.282580000E-02 5.337576300E-02 5.303361500E-02 5.251662100E-02
335 5.314457600E-02 5.380592900E-02 5.353014200E-02 5.300973600E-02
340 5.252009800E-02 5.328632600E-02 5.310266300E-02 5.265254500E-02
