N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+15 340 2.300E-4 2.946977E-1 2.061870E+1 3.783680E-1 7.396600E+1
1.468000E+10 3.162E+15 340 2.300E-4 2.941199E-1 2.050580E+1 3.773490E-1 7.390450E+1
2.154000E+10 3.162E+15 340 2.300E-4 2.932805E-1 2.033290E+1 3.759170E-1 7.377100E+1
3.162000E+10 3.162E+15 340 2.300E-4 2.920665E-1 2.011040E+1 3.739400E-1 7.365460E+1
4.642000E+10 3.162E+15 340 2.300E-4 2.903225E-1 1.980750E+1 3.712670E-1 7.350620E+1
6.813000E+10 3.162E+15 340 2.300E-4 2.878410E-1 1.940250E+1 3.676630E-1 7.333590E+1
1.000000E+11 3.162E+15 340 2.300E-4 2.843578E-1 1.886120E+1 3.630960E-1 7.307060E+1
1.468000E+11 3.162E+15 340 2.300E-4 2.795589E-1 1.819750E+1 3.575120E-1 7.282970E+1
2.154000E+11 3.162E+15 340 2.300E-4 2.731135E-1 1.737330E+1 3.510310E-1 7.248610E+1
3.162000E+11 3.162E+15 340 2.300E-4 2.647396E-1 1.640840E+1 3.437420E-1 7.212350E+1
4.642000E+11 3.162E+15 340 2.300E-4 2.543025E-1 1.532970E+1 3.359730E-1 7.176940E+1
6.813000E+11 3.162E+15 340 2.300E-4 2.419122E-1 1.414530E+1 3.279640E-1 7.131660E+1
1.000000E+12 3.162E+15 340 2.300E-4 2.279558E-1 1.291330E+1 3.199120E-1 7.082980E+1
1.468000E+12 3.162E+15 340 2.300E-4 2.130104E-1 1.169030E+1 3.118360E-1 7.039760E+1
2.154000E+12 3.162E+15 340 2.300E-4 1.976620E-1 1.049140E+1 3.038360E-1 6.987650E+1
3.162000E+12 3.162E+15 340 2.300E-4 1.823248E-1 9.348400E+0 2.958670E-1 6.931940E+1
4.642000E+12 3.162E+15 340 2.300E-4 1.672018E-1 8.268700E+0 2.878290E-1 6.872640E+1
6.813000E+12 3.162E+15 340 2.300E-4 1.523535E-1 7.257700E+0 2.796110E-1 6.814780E+1
1.000000E+13 3.162E+15 340 2.300E-4 1.378224E-1 6.299500E+0 2.710620E-1 6.744950E+1
1.468000E+13 3.162E+15 340 2.300E-4 1.237072E-1 5.406400E+0 2.621640E-1 6.668060E+1
2.154000E+13 3.162E+15 340 2.300E-4 1.101630E-1 4.585000E+0 2.529030E-1 6.582830E+1
3.162000E+13 3.162E+15 340 2.300E-4 9.736082E-2 3.841400E+0 2.432520E-1 6.488020E+1
4.642000E+13 3.162E+15 340 2.300E-4 8.544847E-2 3.182800E+0 2.331810E-1 6.389510E+1
6.813000E+13 3.162E+15 340 2.300E-4 7.453047E-2 2.601100E+0 2.226470E-1 6.270050E+1
1.000000E+14 3.162E+15 340 2.300E-4 6.466334E-2 2.098500E+0 2.115910E-1 6.135100E+1
