T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.287966766E+00 1.233771667E+00 5.419509900E-02 1.286932874E+00 1.233447247E+00 5.348562700E-02 1.033892000E-03 3.244200000E-04
295 1.287457340E+00 1.235259773E+00 5.219756700E-02 1.286536344E+00 1.234960752E+00 5.157559200E-02 9.209960000E-04 2.990210000E-04
300 1.288030640E+00 1.237065934E+00 5.096470600E-02 1.287215638E+00 1.236793187E+00 5.042245100E-02 8.150020000E-04 2.727470000E-04
305 1.289349391E+00 1.239788485E+00 4.956090600E-02 1.288627342E+00 1.239528708E+00 4.909863400E-02 7.220490000E-04 2.597770000E-04
310 1.291516498E+00 1.242771498E+00 4.874500000E-02 1.290868749E+00 1.242513433E+00 4.835531600E-02 6.477490000E-04 2.580650000E-04
315 1.294261947E+00 1.245577150E+00 4.868479700E-02 1.293667164E+00 1.245315161E+00 4.835200300E-02 5.947830000E-04 2.619890000E-04
320 1.297338441E+00 1.248623298E+00 4.871514300E-02 1.296773936E+00 1.248340932E+00 4.843300400E-02 5.645050000E-04 2.823660000E-04
325 1.300420500E+00 1.251414975E+00 4.900552500E-02 1.299862155E+00 1.251099977E+00 4.876217800E-02 5.583450000E-04 3.149980000E-04
330 1.303303151E+00 1.253471197E+00 4.983195400E-02 1.302728098E+00 1.253115513E+00 4.961258500E-02 5.750530000E-04 3.556840000E-04
335 1.305319569E+00 1.255219036E+00 5.010053300E-02 1.304705753E+00 1.254804617E+00 4.990113600E-02 6.138160000E-04 4.144190000E-04
340 1.306020955E+00 1.256138300E+00 4.988265500E-02 1.305350993E+00 1.255651795E+00 4.969919800E-02 6.699620000E-04 4.865050000E-04
