N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.191515469E+00 1.176493956E+00 1.143662647E+00 1.079179333E+00 1.014332633E+00 1.015046914E+00 1.017732598E+00 1.022987988E+00 1.031604010E+00 1.044328776E+00 1.061581112E+00
1.600000000E+01 1.238011245E+00 1.240094409E+00 1.242433373E+00 1.244290360E+00 1.245570677E+00 1.245282694E+00 1.242424746E+00 1.235159753E+00 1.220645770E+00 1.194350269E+00 1.150318330E+00
1.700000000E+01 1.263805834E+00 1.267080213E+00 1.270087361E+00 1.272610697E+00 1.273820635E+00 1.273644834E+00 1.271855420E+00 1.268101155E+00 1.261850522E+00 1.254012057E+00 1.244120877E+00
1.549996187E+01 1.219920613E+00 1.220433798E+00 1.219544039E+00 1.215352323E+00 1.204766245E+00 1.182056148E+00 1.138474685E+00 1.063686420E+00 1.009206759E+00 1.009707295E+00 1.011190626E+00
1.649996187E+01 1.251140392E+00 1.254004213E+00 1.257052725E+00 1.259932063E+00 1.262417676E+00 1.264113666E+00 1.264957352E+00 1.264059123E+00 1.261252138E+00 1.256070889E+00 1.247867061E+00
1.674996808E+01 1.256480897E+00 1.259607881E+00 1.262771328E+00 1.265642657E+00 1.267981577E+00 1.269118713E+00 1.269214024E+00 1.267484765E+00 1.263993717E+00 1.258521793E+00 1.250856945E+00
1.624993176E+01 1.245066252E+00 1.247638181E+00 1.250277637E+00 1.252843383E+00 1.255020523E+00 1.256428216E+00 1.256620917E+00 1.254671391E+00 1.249721824E+00 1.240322938E+00 1.224134010E+00
1.574996808E+01 1.230066814E+00 1.231639147E+00 1.233024941E+00 1.233514940E+00 1.231345994E+00 1.225804988E+00 1.213109244E+00 1.187979518E+00 1.142796339E+00 1.067810656E+00 1.007132318E+00
1.524993176E+01 1.209426017E+00 1.206332240E+00 1.197997380E+00 1.178867514E+00 1.139573717E+00 1.067692663E+00 1.011577590E+00 1.012245059E+00 1.014343730E+00 1.018304257E+00 1.024671126E+00
