fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
00T1 7:8 293.4 39.52 1.000E+000 1.489E+000 3.867E-011 2.632E+003 3.427E+000 1.907E-005 1.016E-003 
00T2 7:34 296.5 39.1 1.000E+000 1.471E+000 6.168E-011 2.384E+003 3.290E+000 1.843E-005 1.220E-003 
00T3 7:54 299.3 38.74 1.000E+000 1.562E+000 1.094E-010 2.707E+003 3.367E+000 2.351E-005 1.218E-003 
00T4 8:16 301.9 38.4 1.000E+000 1.534E+000 1.632E-010 2.359E+003 3.228E+000 2.205E-005 1.124E-003 
00T5 8:40 304.7 38.05 1.000E+000 1.477E+000 2.391E-010 2.266E+003 3.150E+000 2.291E-005 1.321E-003 
00T6 9:4 307.1 37.75 1.000E+000 1.451E+000 4.564E-010 2.221E+003 3.098E+000 2.663E-005 8.806E-004 
00T7 9:45 312.2 37.14 1.000E+000 1.511E+000 7.670E-010 2.071E+003 3.002E+000 2.698E-005 7.567E-004 
00T8 10:10 314.6 36.85 1.000E+000 1.372E+000 1.018E-009 1.907E+003 2.931E+000 2.747E-005 1.076E-003 
00T9 10:35 317.5 36.52 1.000E+000 1.458E+000 1.575E-009 1.852E+003 2.879E+000 2.957E-005 1.147E-003 
0T10 11:7 321 36.12 1.000E+000 1.546E+000 2.637E-009 2.067E+003 2.906E+000 3.664E-005 7.413E-004 
0T11 11:27 323 35.9 1.000E+000 1.547E+000 3.331E-009 1.708E+003 2.802E+000 3.476E-005 9.398E-004 
0T12 11:49 325.9 35.58 1.000E+000 1.453E+000 4.856E-009 1.691E+003 2.776E+000 3.829E-005 4.277E-004 
0T13 12:14 328.7 35.27 1.000E+000 1.475E+000 7.485E-009 1.843E+003 2.807E+000 4.624E-005 6.326E-004 
0T14 12:38 331.9 34.93 1.000E+000 1.456E+000 1.070E-008 1.510E+003 2.698E+000 4.582E-005 5.971E-004 
