N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.163290344E+00 1.154704396E+00 1.146458409E+00 1.138310981E+00
1.600000000E+01 1.223195717E+00 1.219771211E+00 1.217031276E+00 1.214258638E+00
1.700000000E+01 1.226554463E+00 1.222838772E+00 1.218986433E+00 1.216032026E+00
1.549996187E+01 1.210335773E+00 1.207269393E+00 1.204583585E+00 1.201827905E+00
1.649996187E+01 1.221605268E+00 1.217165766E+00 1.213574304E+00 1.210374918E+00
1.674996808E+01 1.221619426E+00 1.217373031E+00 1.213268060E+00 1.210146493E+00
1.624993176E+01 1.223958159E+00 1.220115495E+00 1.216891279E+00 1.213987678E+00
1.574996808E+01 1.217472167E+00 1.214406904E+00 1.211770078E+00 1.208676969E+00
1.524993176E+01 1.199967926E+00 1.196311776E+00 1.192572350E+00 1.189062630E+00
