N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.163745614E+00 1.155203283E+00 1.147042920E+00 1.139020891E+00
1.600000000E+01 1.224846470E+00 1.221600845E+00 1.218871900E+00 1.216139143E+00
1.700000000E+01 1.233438947E+00 1.230222788E+00 1.227020233E+00 1.224661875E+00
1.549996187E+01 1.211352129E+00 1.208223639E+00 1.205509353E+00 1.202746444E+00
1.649996187E+01 1.224934189E+00 1.220657163E+00 1.217290296E+00 1.214354262E+00
1.674996808E+01 1.226377132E+00 1.222409925E+00 1.218719656E+00 1.216055857E+00
1.624993176E+01 1.226430234E+00 1.222624151E+00 1.219485093E+00 1.216703964E+00
1.574996808E+01 1.218860183E+00 1.215734814E+00 1.213074125E+00 1.210231236E+00
1.524993176E+01 1.200679639E+00 1.196987854E+00 1.193242331E+00 1.189749605E+00
