N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 310 1.800E-4 1.201279875E+00 1.203322551E+00
1.468000E+10 1.000E+15 310 1.800E-4 1.201965357E+00 1.203378985E+00
2.154000E+10 1.000E+15 310 1.800E-4 1.202480844E+00 1.203455759E+00
3.162000E+10 1.000E+15 310 1.800E-4 1.202891340E+00 1.203561997E+00
4.642000E+10 1.000E+15 310 1.800E-4 1.203250093E+00 1.203710828E+00
6.813000E+10 1.000E+15 310 1.800E-4 1.203603155E+00 1.203919631E+00
1.000000E+11 1.000E+15 310 1.800E-4 1.203998962E+00 1.204216522E+00
1.468000E+11 1.000E+15 310 1.800E-4 1.204485328E+00 1.204635210E+00
2.154000E+11 1.000E+15 310 1.800E-4 1.205115677E+00 1.205219215E+00
3.162000E+11 1.000E+15 310 1.800E-4 1.205934187E+00 1.206006234E+00
4.642000E+11 1.000E+15 310 1.800E-4 1.206987856E+00 1.207038389E+00
6.813000E+11 1.000E+15 310 1.800E-4 1.208357637E+00 1.208393504E+00
1.000000E+12 1.000E+15 310 1.800E-4 1.210091450E+00 1.210117312E+00
1.468000E+12 1.000E+15 310 1.800E-4 1.212139317E+00 1.212158358E+00
2.154000E+12 1.000E+15 310 1.800E-4 1.214396685E+00 1.214411044E+00
3.162000E+12 1.000E+15 310 1.800E-4 1.217062660E+00 1.217073787E+00
4.642000E+12 1.000E+15 310 1.800E-4 1.219649409E+00 1.219658268E+00
6.813000E+12 1.000E+15 310 1.800E-4 1.222316757E+00 1.222324005E+00
1.000000E+13 1.000E+15 310 1.800E-4 1.225176514E+00 1.225182577E+00
