N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 310 1.800E-4 1.014118675E+00 1.015048066E+00
1.468000E+10 1.000E+15 310 1.800E-4 1.014404622E+00 1.015052507E+00
2.154000E+10 1.000E+15 310 1.800E-4 1.014610155E+00 1.015059233E+00
3.162000E+10 1.000E+15 310 1.800E-4 1.014759322E+00 1.015069546E+00
4.642000E+10 1.000E+15 310 1.800E-4 1.014871606E+00 1.015085606E+00
6.813000E+10 1.000E+15 310 1.800E-4 1.014963407E+00 1.015111091E+00
1.000000E+11 1.000E+15 310 1.800E-4 1.015050227E+00 1.015152391E+00
1.468000E+11 1.000E+15 310 1.800E-4 1.015149707E+00 1.015220721E+00
2.154000E+11 1.000E+15 310 1.800E-4 1.015285959E+00 1.015335719E+00
3.162000E+11 1.000E+15 310 1.800E-4 1.026643656E+00 1.026602193E+00
4.642000E+11 1.000E+15 310 1.800E-4 1.047087803E+00 1.047062933E+00
6.813000E+11 1.000E+15 310 1.800E-4 1.070651915E+00 1.070638410E+00
1.000000E+12 1.000E+15 310 1.800E-4 1.095531974E+00 1.095526020E+00
1.468000E+12 1.000E+15 310 1.800E-4 1.119095375E+00 1.119094132E+00
2.154000E+12 1.000E+15 310 1.800E-4 1.139138609E+00 1.139140094E+00
3.162000E+12 1.000E+15 310 1.800E-4 1.155402114E+00 1.155404658E+00
4.642000E+12 1.000E+15 310 1.800E-4 1.167082036E+00 1.167084963E+00
6.813000E+12 1.000E+15 310 1.800E-4 1.176204074E+00 1.176207019E+00
1.000000E+13 1.000E+15 310 1.800E-4 1.183277041E+00 1.183279796E+00
