T d154 d184 d214 d244
d 150 180 210 240
290 2.772384000E-03 4.472951000E-03 5.692305000E-03 6.426760000E-03
295 -4.780786000E-03 -3.178600000E-03 -1.806075000E-03 -1.769384000E-03
300 -2.199203200E-02 -2.025001200E-02 -1.839592400E-02 -1.767695300E-02
305 -5.678197100E-02 -5.458787100E-02 -5.151094600E-02 -4.929167500E-02
310 -1.196724910E-01 -1.163498890E-01 -1.108825490E-01 -1.058649800E-01
315 -1.546009050E-01 -1.516214430E-01 -1.492581260E-01 -1.472439250E-01
320 -1.100008480E-01 -1.040925540E-01 -9.988980800E-02 -9.713325700E-02
325 -1.993932600E-02 -9.588041000E-03 -3.079723000E-03 5.905140000E-04
330 1.204356400E-02 1.082863700E-02 9.615831000E-03 8.541979000E-03
335 2.066925300E-02 1.852461300E-02 1.642617400E-02 1.453760400E-02
340 3.170125400E-02 2.860050600E-02 2.553191500E-02 2.268742000E-02
