T d154 d184 d214 d244
d 150 180 210 240
290 5.626891900E-02 5.432161800E-02 5.343785400E-02 5.254015400E-02
295 5.414460200E-02 5.237200700E-02 5.153550100E-02 5.080119000E-02
300 5.276995100E-02 5.115167800E-02 5.047076400E-02 4.979017300E-02
305 5.149169100E-02 5.007790300E-02 4.931635900E-02 4.886463400E-02
310 4.966097800E-02 4.950236200E-02 4.879385700E-02 4.834993900E-02
315 4.973094200E-02 4.969527500E-02 4.906827600E-02 4.866489800E-02
320 4.986463000E-02 4.996974500E-02 4.942894900E-02 4.903094500E-02
325 5.019304300E-02 5.048600300E-02 5.002567600E-02 4.959377200E-02
330 5.118764200E-02 5.154333800E-02 5.115648100E-02 5.068557000E-02
335 5.145821700E-02 5.190881500E-02 5.157267700E-02 5.108594800E-02
340 5.097940200E-02 5.154898800E-02 5.130253400E-02 5.087410400E-02
