fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 27316 299.56 38.704 1.038953483E+00 1.967951076E+00 8.114428529E-11 3.308450442E+04 1.459651108E-04 3.830835724E-01 1.437427245E-04 7.176901399E-01 3.951994948E-05 3.101396931E-01 1.274332808E-04 4.995877662E-02 
00L2 27478 299.63 38.695 1.047453998E+00 1.954931339E+00 9.477577826E-11 3.710963739E+04 1.453115487E-04 3.825677940E-01 1.437720955E-04 7.180461089E-01 3.949438383E-05 3.100615387E-01 1.273795402E-04 3.763295837E-02 
00L3 27576 299.67 38.69 1.040444080E+00 1.949884545E+00 8.512835089E-11 2.682659004E+04 1.465562223E-04 3.825799629E-01 1.434617910E-04 7.171780348E-01 3.936275154E-05 3.089725719E-01 1.273983680E-04 3.068044530E-02 
00L4 27678 299.74 38.681 1.030836617E+00 2.003656456E+00 7.398774528E-11 3.023038602E+04 1.458545343E-04 3.822077621E-01 1.432846079E-04 7.167147875E-01 3.925051933E-05 3.094347334E-01 1.268469488E-04 7.922483245E-02 
00L5 27780 299.82 38.671 1.038471049E+00 1.967510868E+00 8.438057104E-11 2.625290499E+04 1.465513136E-04 3.808656662E-01 1.434864621E-04 7.183339198E-01 3.925627849E-05 3.093198103E-01 1.268920062E-04 1.883148080E-01 
00L6 27882 299.84 38.668 1.045963445E+00 1.945653222E+00 9.625130294E-11 3.436784293E+04 1.454740705E-04 3.817856323E-01 1.437912194E-04 7.153549487E-01 3.927114224E-05 3.089086697E-01 1.271348716E-04 4.751616665E-02 
00L7 28038 299.93 38.656 1.072537850E+00 2.403735820E+00 1.940703400E-10 5.964124830E+04 1.043755260E-04 3.640913490E-01 1.037304202E-04 7.030237778E-01 2.655134412E-05 2.925349743E-01 9.076539267E-05 1.700464360E-02 
00L8 28206 299.78 38.676 1.072056047E+00 2.421163939E+00 1.909679349E-10 6.698943216E+04 1.042707973E-04 3.642694702E-01 1.039376472E-04 7.043755498E-01 2.666858224E-05 2.925357470E-01 9.116198725E-05 1.820896658E-02 
00L9 28306 299.83 38.669 1.078042903E+00 2.421643047E+00 2.088347982E-10 6.274558764E+04 1.050290154E-04 3.645199455E-01 1.044976526E-04 7.016327375E-01 2.672622842E-05 2.927023497E-01 9.130813989E-05 2.632249516E-02 
0L10 28410 299.87 38.664 1.062995772E+00 2.481369806E+00 1.647540689E-10 3.655498322E+04 1.064002766E-04 3.645721214E-01 1.045201449E-04 7.038238999E-01 2.681930188E-05 2.930707067E-01 9.151726485E-05 3.193758903E-02 
0L11 28500 299.91 38.659 1.075698772E+00 2.479500137E+00 2.005049466E-10 6.366875407E+04 1.048123588E-04 3.648685333E-01 1.043519608E-04 7.031405842E-01 2.677189977E-05 2.929126942E-01 9.140195339E-05 1.891043653E-02 
0L12 28606 299.94 38.655 1.080579440E+00 2.466999926E+00 2.148487931E-10 6.916839493E+04 1.050443673E-04 3.649392067E-01 1.046932358E-04 7.036086895E-01 2.688254250E-05 2.932821030E-01 9.165273420E-05 2.231124657E-02 
0L13 28700 299.95 38.654 1.074712023E+00 2.485533252E+00 1.963430601E-10 5.629756579E+04 1.056405203E-04 3.650437660E-01 1.049288365E-04 7.040944023E-01 2.696936277E-05 2.930316034E-01 9.203581300E-05 2.225850210E-02 
0L14 28796 299.94 38.655 1.096486902E+00 2.411161600E+00 2.678981554E-10 9.100331221E+04 1.051205228E-04 3.652252762E-01 1.048578147E-04 7.040280834E-01 2.696196944E-05 2.932823418E-01 9.193156778E-05 4.844704393E-02 
0L15 28896 299.96 38.652 1.082713600E+00 2.476045764E+00 2.177028138E-10 6.368565134E+04 1.055169433E-04 3.651878891E-01 1.050532406E-04 7.025444588E-01 2.695253587E-05 2.932672155E-01 9.190068311E-05 1.686624623E-02 
0L16 28996 299.97 38.651 1.081508433E+00 2.469285186E+00 2.113580596E-10 6.303755721E+04 1.059279040E-04 3.657452354E-01 1.055181503E-04 7.031831838E-01 2.713778036E-05 2.939775932E-01 9.231105207E-05 1.726307401E-02 
0L17 29094 299.97 38.651 1.085029561E+00 2.489704817E+00 2.219682539E-10 6.609428738E+04 1.060866457E-04 3.659355927E-01 1.056018410E-04 7.042064515E-01 2.721298248E-05 2.936150133E-01 9.268270457E-05 2.533631805E-02 
0L18 29204 299.98 38.65 1.094348940E+00 2.472941701E+00 2.529447188E-10 8.270776568E+04 1.057066075E-04 3.660851997E-01 1.054559838E-04 7.048710459E-01 2.721216340E-05 2.941545805E-01 9.250283798E-05 4.148280216E-02 
0L19 29294 299.97 38.651 1.089094601E+00 2.498018605E+00 2.318657671E-10 9.035017851E+04 1.057234575E-04 3.662512726E-01 1.056446383E-04 7.038906961E-01 2.723527895E-05 2.945617908E-01 9.245816578E-05 2.291564292E-02 
0L20 29392 299.98 38.65 1.083553410E+00 2.517210045E+00 2.125988644E-10 6.849101241E+04 1.065556116E-04 3.664928673E-01 1.061217655E-04 7.029207999E-01 2.733860738E-05 2.943431932E-01 9.289075136E-05 4.204762349E-02 
0L21 29494 299.98 38.65 1.084028191E+00 2.512492297E+00 2.118515442E-10 6.200245122E+04 1.066466103E-04 3.666811256E-01 1.060299826E-04 7.052036745E-01 2.741775004E-05 2.947660122E-01 9.301177741E-05 1.609886330E-02 
0L22 29586 299.99 38.649 1.092293163E+00 2.503342149E+00 2.400274313E-10 9.049959279E+04 1.061238910E-04 3.666934853E-01 1.059147878E-04 7.042760371E-01 2.735285772E-05 2.942685001E-01 9.295202708E-05 2.845136814E-02 
0L23 29688 299.98 38.65 1.090869670E+00 2.506361942E+00 2.331378090E-10 7.517659968E+04 1.065409716E-04 3.668329231E-01 1.064327897E-04 7.027730878E-01 2.743840575E-05 2.948925001E-01 9.304396583E-05 2.748348937E-02 
0L24 29796 299.98 38.65 1.085534825E+00 2.504063733E+00 2.302323773E-10 6.886449987E+04 1.069539166E-04 3.619417282E-01 1.066057643E-04 7.129636464E-01 2.750975545E-05 2.938816662E-01 9.357985931E-05 3.008216257E-01 
0L25 29890 300 38.647 1.079659911E+00 2.526388634E+00 2.081902711E-10 5.852991181E+04 1.071975236E-04 3.658735443E-01 1.066183070E-04 7.032348321E-01 2.743235949E-05 2.943285582E-01 9.322252739E-05 2.208847548E-02 
0L26 29992 299.97 38.651 1.089751762E+00 2.512383671E+00 2.426882102E-10 9.031174396E+04 1.067236736E-04 3.657114937E-01 1.064347457E-04 7.062321051E-01 2.748966791E-05 2.941004967E-01 9.346997187E-05 2.875942061E-02 
0L27 30082 299.97 38.651 1.086202636E+00 2.524565356E+00 2.296689915E-10 8.318438943E+04 1.071598758E-04 3.657725800E-01 1.070139550E-04 7.038013711E-01 2.754873548E-05 2.939901939E-01 9.370916129E-05 2.965177657E-02 
0L28 30182 300 38.647 1.088175251E+00 2.538988997E+00 2.370339078E-10 7.615831567E+04 1.073022634E-04 3.658994286E-01 1.070017564E-04 7.043788340E-01 2.757775664E-05 2.940955177E-01 9.377065835E-05 3.141497846E-02 
0L29 30288 299.98 38.65 1.088044527E+00 2.540152398E+00 2.360626201E-10 9.026178854E+04 1.071238866E-04 3.659032684E-01 1.069724981E-04 7.049071704E-01 2.759118510E-05 2.944670235E-01 9.370214566E-05 3.286272606E-02 
0L30 30380 299.98 38.65 1.088238099E+00 2.549836166E+00 2.370403438E-10 8.479521429E+04 1.072523589E-04 3.658730621E-01 1.069412482E-04 7.047841915E-01 2.757603606E-05 2.938450716E-01 9.384569142E-05 2.786729611E-02 
0L31 30484 299.99 38.649 1.086156058E+00 2.557651914E+00 2.289981571E-10 8.621179999E+04 1.077089921E-04 3.660328682E-01 1.075524582E-04 7.050461919E-01 2.775607146E-05 2.941077736E-01 9.437082693E-05 1.891859541E-02 
0L32 30584 299.98 38.65 1.092885811E+00 2.543337466E+00 2.523136608E-10 9.172586423E+04 1.075975518E-04 3.660686127E-01 1.074565080E-04 7.055788958E-01 2.775497235E-05 2.944469236E-01 9.426290892E-05 3.540484357E-02 
0L33 30684 300 38.647 1.089693501E+00 2.566468992E+00 2.413895577E-10 8.004226667E+04 1.077791891E-04 3.661290253E-01 1.074746860E-04 7.047716483E-01 2.773248387E-05 2.944490608E-01 9.418439573E-05 3.087585873E-02 
0L34 30776 299.99 38.649 1.089055735E+00 2.582745757E+00 2.392339936E-10 6.562938346E+04 1.083914873E-04 3.657479546E-01 1.079913504E-04 7.046152123E-01 2.783062074E-05 2.937466469E-01 9.474898652E-05 2.872206969E-02 
0L35 30874 300 38.647 1.088081242E+00 2.580894105E+00 2.344770110E-10 7.605498369E+04 1.083029334E-04 3.662626183E-01 1.081230107E-04 7.046469497E-01 2.790501769E-05 2.948305244E-01 9.464620954E-05 2.552985330E-02 
0L36 30970 299.98 38.65 1.089760349E+00 2.576525018E+00 2.400395671E-10 7.996324647E+04 1.080784008E-04 3.662681526E-01 1.078784685E-04 7.052040754E-01 2.786433891E-05 2.941300255E-01 9.473569851E-05 2.991315710E-02 
0L37 31080 300.01 38.646 1.094426422E+00 2.564676663E+00 2.571933796E-10 8.027066399E+04 1.083778655E-04 3.663663605E-01 1.081366667E-04 7.046359941E-01 2.791601305E-05 2.947707771E-01 9.470613321E-05 4.495879449E-02 
0L38 31170 299.97 38.651 1.087812045E+00 2.582375043E+00 2.320553545E-10 8.651524545E+04 1.087094181E-04 3.664928680E-01 1.086002453E-04 7.047604570E-01 2.805032273E-05 2.945334799E-01 9.523791754E-05 2.440320125E-02 
0L39 31276 300 38.647 1.088243073E+00 2.587119152E+00 2.339907193E-10 9.020780258E+04 1.086252477E-04 3.665434174E-01 1.083864865E-04 7.053096760E-01 2.802079189E-05 2.945833189E-01 9.512520398E-05 2.887629461E-02 
0L40 31368 299.98 38.65 1.087981714E+00 2.595700876E+00 2.328094952E-10 7.603036291E+04 1.087044105E-04 3.665218414E-01 1.085039802E-04 7.043447903E-01 2.801114335E-05 2.943855217E-01 9.515216493E-05 2.765920012E-02 
0L41 31470 299.99 38.649 1.090951893E+00 2.585310169E+00 2.430306533E-10 7.888500557E+04 1.091862088E-04 3.666024406E-01 1.089716702E-04 7.039242159E-01 2.812126579E-05 2.950297203E-01 9.531496608E-05 2.879577322E-02 
0L42 31566 300.01 38.646 1.092592155E+00 2.580887656E+00 2.473476964E-10 8.505720362E+04 1.092498108E-04 3.684741547E-01 1.090184490E-04 7.028207750E-01 2.823264849E-05 2.952583845E-01 9.560545582E-05 1.561376042E-01 
0L43 31668 300 38.647 1.086748765E+00 2.607412501E+00 2.279166302E-10 8.941950709E+04 1.091075631E-04 3.667697014E-01 1.089280564E-04 7.052938356E-01 2.817755424E-05 2.945670616E-01 9.566416604E-05 2.482383541E-02 
0L44 31776 299.99 38.649 1.072868493E+00 2.645521943E+00 1.843006193E-10 4.139659084E+04 1.105040402E-04 3.667561729E-01 1.091781233E-04 7.029927856E-01 2.814906184E-05 2.949259666E-01 9.544862271E-05 1.607292173E-02 
0L45 31870 300.02 38.645 1.096836413E+00 2.596134111E+00 2.639913652E-10 8.017332963E+04 1.096314627E-04 3.668607109E-01 1.093914856E-04 7.056440793E-01 2.831851175E-05 2.952733055E-01 9.590743313E-05 4.125570029E-02 
0L46 31966 300.01 38.646 1.092281623E+00 2.607395752E+00 2.470996698E-10 9.307080436E+04 1.095683268E-04 3.668727386E-01 1.094573772E-04 7.049006856E-01 2.830664589E-05 2.947490227E-01 9.603834595E-05 2.962468835E-02 
0L47 32068 300.01 38.646 1.090939988E+00 2.622518772E+00 2.424905537E-10 7.971797648E+04 1.095896319E-04 3.668579437E-01 1.094200844E-04 7.052414258E-01 2.830953837E-05 2.955544243E-01 9.578397085E-05 3.229901964E-02 
0L48 32162 300 38.647 1.088817952E+00 2.626087219E+00 2.338881898E-10 7.495549299E+04 1.100416821E-04 3.670744728E-01 1.099499948E-04 7.050024769E-01 2.845378462E-05 2.957939623E-01 9.619797657E-05 2.992641493E-02 
0L49 32262 300 38.647 1.090023284E+00 2.624938953E+00 2.378257356E-10 7.267650242E+04 1.101276729E-04 3.670389961E-01 1.097913319E-04 7.056411808E-01 2.843571678E-05 2.952035616E-01 9.632879156E-05 3.807713090E-02 
0L50 32360 300.02 38.645 1.089642636E+00 2.635907887E+00 2.368530367E-10 7.578251345E+04 1.101060709E-04 3.670437263E-01 1.098044926E-04 7.054800734E-01 2.843299876E-05 2.953810652E-01 9.625383299E-05 2.607461997E-02 
0L51 32458 299.98 38.65 1.084452149E+00 2.645212967E+00 2.177451444E-10 6.577172909E+04 1.106909526E-04 3.672262444E-01 1.103233017E-04 7.049244992E-01 2.855903747E-05 2.958342169E-01 9.653377583E-05 1.656257067E-02 
0L52 32556 300.02 38.645 1.094365101E+00 2.627148893E+00 2.533586845E-10 8.518016093E+04 1.103503505E-04 3.672643219E-01 1.102591794E-04 7.054342734E-01 2.856604083E-05 2.957202995E-01 9.659637296E-05 3.629469860E-02 
0L53 32656 300.03 38.643 1.094752665E+00 2.636952348E+00 2.551796852E-10 8.521468823E+04 1.103501778E-04 3.672821991E-01 1.101031542E-04 7.060142218E-01 2.855045872E-05 2.956558851E-01 9.656722119E-05 3.829474755E-02 
0L54 32756 299.99 38.649 1.095792955E+00 2.633571924E+00 2.579680117E-10 8.303539078E+04 1.108062734E-04 3.673481598E-01 1.106688201E-04 7.039581630E-01 2.861870629E-05 2.959645037E-01 9.669630857E-05 3.834550125E-02 
0L55 32860 300.01 38.646 1.106577245E+00 2.615659270E+00 3.038841394E-10 1.156062119E+05 1.105568311E-04 3.674535736E-01 1.105244594E-04 7.071323650E-01 2.871848926E-05 2.954579475E-01 9.720222870E-05 6.542723753E-02 
0L56 32956 300.03 38.643 1.088426930E+00 2.642065796E+00 2.300601212E-10 7.882622860E+04 1.108437257E-04 3.674854080E-01 1.106641301E-04 7.051223409E-01 2.867552966E-05 2.958824610E-01 9.691487068E-05 2.470162205E-02 
0L57 33052 300 38.647 1.114738494E+00 2.596007704E+00 3.404805194E-10 9.907688986E+04 1.109926826E-04 3.674504913E-01 1.109715881E-04 7.045186230E-01 2.872784912E-05 2.958065523E-01 9.711734056E-05 8.421538033E-02 
0L58 33150 300.02 38.645 1.089472870E+00 2.657678356E+00 2.346772715E-10 9.035449579E+04 1.112245570E-04 3.675646698E-01 1.110473837E-04 7.061276494E-01 2.882207929E-05 2.957674479E-01 9.744826137E-05 2.698706557E-02 
0L59 33188 300.02 38.645 1.099810960E+00 2.639064491E+00 2.732997131E-10 9.561969706E+04 1.111013181E-04 3.676571381E-01 1.108268296E-04 7.071066383E-01 2.881196152E-05 2.956915392E-01 9.743947732E-05 4.788970067E-02 
0L60 33288 300.02 38.645 1.089985074E+00 2.658378330E+00 2.352473561E-10 7.634921195E+04 1.116772761E-04 3.676990570E-01 1.115577508E-04 7.029281529E-01 2.883388773E-05 2.958065523E-01 9.747650117E-05 2.416338032E-02 
0L61 33390 300 38.647 1.085755049E+00 2.669095175E+00 2.198635590E-10 6.666038647E+04 1.118791081E-04 3.677865936E-01 1.114627170E-04 7.057640363E-01 2.893243885E-05 2.960008631E-01 9.774474075E-05 1.773709503E-02 
0L62 33486 300.01 38.646 1.088746718E+00 2.678206181E+00 2.316370139E-10 8.390943517E+04 1.114571055E-04 3.677293976E-01 1.112943926E-04 7.061648539E-01 2.890065813E-05 2.959341555E-01 9.765758545E-05 2.352733741E-02 
0L63 33592 300.02 38.645 1.090855572E+00 2.670201341E+00 2.386098228E-10 8.223305874E+04 1.119203178E-04 3.677588531E-01 1.117865259E-04 7.041443208E-01 2.894771424E-05 2.962171024E-01 9.772463640E-05 2.543599901E-02 
0L64 33682 300.02 38.645 1.088658171E+00 2.677211284E+00 2.302870165E-10 6.623543581E+04 1.121848035E-04 3.678291679E-01 1.117031613E-04 7.081970109E-01 2.909817278E-05 2.975707220E-01 9.778468539E-05 2.863935308E-02 
0L65 33782 300.01 38.646 1.095953547E+00 2.666469040E+00 2.568587256E-10 8.521462796E+04 1.118501802E-04 3.678716644E-01 1.116448560E-04 7.056111200E-01 2.898013948E-05 2.960757576E-01 9.788222928E-05 3.697305364E-02 
0L66 33886 300.02 38.645 1.103412108E+00 2.665288193E+00 2.880644775E-10 9.263218584E+04 1.121956462E-04 3.679482391E-01 1.121803859E-04 7.043306123E-01 2.907235565E-05 2.959433565E-01 9.823157643E-05 6.892017889E-02 
0L67 33976 300.02 38.645 1.088676894E+00 2.685399807E+00 2.285886132E-10 6.776133255E+04 1.126649052E-04 3.679620338E-01 1.121498747E-04 7.059214826E-01 2.913118840E-05 2.960817556E-01 9.838985198E-05 2.175897951E-02 
0L68 34076 300.02 38.645 1.096574731E+00 2.685581813E+00 2.596725735E-10 8.105809273E+04 1.122732333E-04 3.758350929E-01 1.120730734E-04 6.920518329E-01 2.914991106E-05 2.961649485E-01 9.840654166E-05 2.756978414E-01 
0L69 34180 300.02 38.645 1.085227130E+00 2.704843911E+00 2.172562640E-10 5.546311368E+04 1.130562633E-04 3.681701630E-01 1.123901969E-04 7.053533526E-01 2.918661684E-05 2.960556860E-01 9.857948159E-05 2.201046474E-02 
0L70 34274 300.03 38.643 1.086263395E+00 2.709737704E+00 2.218715948E-10 7.190986987E+04 1.129978256E-04 3.681750946E-01 1.125757923E-04 7.065608044E-01 2.928525170E-05 2.975331842E-01 9.842717533E-05 2.923698088E-02 
0L71 34380 300.02 38.645 1.097014165E+00 2.683242351E+00 2.603801501E-10 8.348515854E+04 1.126036955E-04 3.681818756E-01 1.124267256E-04 7.062111831E-01 2.923254039E-05 2.961914015E-01 9.869273190E-05 4.062457454E-02 
0L72 34478 300.01 38.646 1.106967533E+00 2.671385886E+00 3.011749447E-10 1.012912222E+05 1.129789547E-04 3.682860565E-01 1.129270802E-04 7.069202937E-01 2.940043967E-05 2.973977907E-01 9.885719487E-05 6.119885072E-02 
0L73 34578 300.03 38.643 1.089681054E+00 2.702855659E+00 2.318493639E-10 8.482999618E+04 1.130521521E-04 3.683366058E-01 1.128832597E-04 7.063307061E-01 2.936855037E-05 2.964063210E-01 9.908053775E-05 2.020559236E-02 
0L74 34676 300.03 38.643 1.093180797E+00 2.709182906E+00 2.449656090E-10 7.635775682E+04 1.130022819E-04 3.682753441E-01 1.127244029E-04 7.069514436E-01 2.934811237E-05 2.971022057E-01 9.878072635E-05 3.202187783E-02 
0L75 34776 300.03 38.643 1.090651946E+00 2.705434695E+00 2.350218258E-10 8.001677426E+04 1.132805744E-04 3.683187286E-01 1.129805009E-04 7.063555943E-01 2.939345840E-05 2.965128193E-01 9.913067745E-05 2.184454234E-02 
0L76 34874 300.02 38.645 1.093977640E+00 2.708110968E+00 2.475685538E-10 7.787638899E+04 1.134528806E-04 3.683908539E-01 1.131980183E-04 7.057061144E-01 2.942873157E-05 2.960066137E-01 9.942106095E-05 3.926452234E-02 
0L77 34970 300.01 38.646 1.085223521E+00 2.732820616E+00 2.166735363E-10 6.807095001E+04 1.135609024E-04 3.684968842E-01 1.131547522E-04 7.066351158E-01 2.946468711E-05 2.969108238E-01 9.923807287E-05 1.834709441E-02 
0L78 35070 300 38.647 1.089819343E+00 2.719006822E+00 2.290489120E-10 7.302773191E+04 1.139040209E-04 3.686938019E-01 1.134969405E-04 7.080872940E-01 2.963035077E-05 2.975395775E-01 9.958496109E-05 3.270275971E-02 
0L79 35170 300.02 38.645 1.100678527E+00 2.715403798E+00 2.721722575E-10 1.003208239E+05 1.135631819E-04 3.687462006E-01 1.133788227E-04 7.074299705E-01 2.957623934E-05 2.969883810E-01 9.958719079E-05 4.783721232E-02 
0L80 35270 300.01 38.646 1.105584308E+00 2.707553753E+00 2.922869216E-10 9.274745435E+04 1.135964888E-04 3.687252411E-01 1.134995024E-04 7.066934150E-01 2.957521228E-05 2.974671959E-01 9.942236579E-05 5.916248334E-02 
