fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 27358 299.59 38.7 1.000000000E+00 2.076171519E+00 4.102229836E-11 3.872821618E+05 2.640036237E+00 8.914310362E-08 1.267478433E-01 
00D2 27498 299.65 38.692 1.000000000E+00 2.106690820E+00 4.151427804E-11 3.497155604E+05 2.543952509E+00 7.593448076E-08 1.447093556E-02 
00D3 27596 299.69 38.687 1.000000000E+00 2.106339498E+00 4.229779908E-11 3.823158980E+05 2.617413034E+00 8.682995145E-08 1.693038266E-02 
00D4 27696 299.74 38.681 1.000000000E+00 2.112415293E+00 4.281587219E-11 3.954526322E+05 2.641901785E+00 9.090872093E-08 1.659815388E-02 
00D5 27796 299.78 38.676 1.000000000E+00 2.132422192E+00 4.377184372E-11 3.999065690E+05 2.631243983E+00 9.200634307E-08 2.906262149E-02 
00D6 27902 299.86 38.665 1.000000000E+00 2.126955096E+00 4.397109133E-11 3.788729970E+05 2.634686031E+00 9.047812083E-08 1.524566351E-02 
00D7 28082 299.82 38.671 1.000000000E+00 2.671910343E+00 5.922775693E-11 3.341258927E+05 2.542221578E+00 8.205726405E-08 1.664557134E-02 
00D8 28228 299.79 38.674 1.000000000E+00 2.652264843E+00 5.855498048E-11 3.353194939E+05 2.539380716E+00 8.128682180E-08 1.509203511E-01 
00D9 28332 299.86 38.665 1.000000000E+00 2.648669409E+00 5.822889057E-11 3.542711003E+05 2.624401714E+00 9.242340753E-08 2.029612186E-02 
0D10 28432 299.87 38.664 1.000000000E+00 2.816635100E+00 5.900362699E-11 3.388694123E+05 2.567765232E+00 8.528280750E-08 4.525895590E-02 
0D11 28520 299.91 38.659 1.000000000E+00 2.707784967E+00 5.865290779E-11 3.367890632E+05 2.583988557E+00 8.630114688E-08 1.679669314E-02 
0D12 28632 299.95 38.654 1.000000000E+00 2.683555984E+00 5.641904412E-11 3.196593758E+05 2.490046448E+00 7.502945800E-08 2.592585267E-02 
0D13 28746 299.96 38.652 1.000000000E+00 2.702680667E+00 5.709412798E-11 3.169791390E+05 2.447593041E+00 7.127376648E-08 1.638368027E-02 
0D14 28816 299.96 38.652 1.000000000E+00 2.735303514E+00 5.771631136E-11 3.146384287E+05 2.491469769E+00 7.524975496E-08 1.718347126E-02 
0D15 28914 299.95 38.654 1.000000000E+00 2.747355019E+00 5.740369827E-11 3.429318961E+05 2.616612904E+00 9.066405419E-08 2.258751246E-02 
0D16 29018 299.97 38.651 1.000000000E+00 2.749084792E+00 5.680561561E-11 3.193729065E+05 2.513415257E+00 7.790437615E-08 3.212755982E-02 
0D17 29112 299.98 38.65 1.000000000E+00 2.749452502E+00 5.580696780E-11 3.287328000E+05 2.526373087E+00 7.949156376E-08 2.691884417E-02 
0D18 29226 299.96 38.652 1.000000000E+00 2.780955563E+00 5.599912970E-11 3.548778420E+05 2.578872833E+00 8.871170001E-08 1.468197900E-01 
0D19 29314 299.99 38.649 1.000000000E+00 2.781817549E+00 5.521531099E-11 3.116904694E+05 2.491713209E+00 7.468398380E-08 1.758319205E-02 
0D20 29412 299.99 38.649 1.000000000E+00 2.785173924E+00 5.506593837E-11 3.216821783E+05 2.504229939E+00 7.578084590E-08 1.872814098E-02 
0D21 29512 299.98 38.65 1.000000000E+00 2.804447735E+00 5.512994832E-11 3.237923931E+05 2.506183420E+00 7.644463705E-08 2.502771555E-02 
0D22 29606 299.99 38.649 1.000000000E+00 2.797214275E+00 5.471610623E-11 3.441612293E+05 2.585454559E+00 8.687495056E-08 2.162174810E-02 
