X Y Xfit Yfit
5.4761800E+0 1.1256500E+2 5.6534274E+0 1.1203016E+2
6.2100200E+0 1.2497800E+2 6.3225404E+0 1.2454430E+2
7.1089400E+0 1.3872700E+2 7.1089400E+0 1.3841271E+2
8.0695200E+0 1.5402200E+2 8.0243701E+0 1.5377359E+2
9.1250000E+0 1.7094400E+2 9.0787348E+0 1.7077959E+2
1.0312600E+1 1.8966500E+2 1.0279213E+1 1.8960039E+2
1.1642900E+1 2.1042600E+2 1.1629589E+1 2.1042600E+2
1.3155800E+1 2.3339900E+2 1.3130034E+1 2.3347082E+2
1.4777600E+1 2.5884100E+2 1.4777600E+1 2.5897821E+2
1.6515200E+1 2.8706300E+2 1.6567576E+1 2.8722542E+2
1.8399700E+1 3.1835000E+2 1.8495734E+1 3.1852849E+2
2.0389100E+1 3.5315300E+2 2.0561320E+1 3.5324689E+2
2.2547000E+1 3.9163900E+2 2.2770483E+1 3.9178775E+2
2.4918600E+1 4.3451800E+2 2.5139814E+1 4.3460962E+2
2.7515900E+1 4.8210300E+2 2.7699721E+1 4.8222613E+2
3.0322400E+1 5.3503300E+2 3.0497526E+1 5.3520973E+2
3.3547400E+1 5.9420200E+2 3.3600373E+1 5.9419606E+2
3.7098200E+1 6.5991200E+2 3.7098200E+1 6.5988924E+2
4.1120600E+1 7.3293500E+2 4.1107125E+1 7.3306797E+2
4.5786600E+1 8.1425500E+2 4.5773678E+1 8.1459328E+2
5.1680900E+1 9.0534000E+2 5.1280228E+1 9.0541666E+2
5.8298900E+1 1.0062000E+3 5.7852116E+1 1.0065903E+3
6.6588500E+1 1.1187000E+3 6.5766740E+1 1.1192767E+3
7.6230500E+1 1.2441100E+3 7.5365240E+1 1.2447610E+3
8.7266700E+1 1.3840600E+3 8.7067074E+1 1.3844622E+3
1.0193200E+2 1.5391200E+3 1.0138824E+2 1.5399456E+3
1.1951000E+2 1.7108500E+3 1.1896374E+2 1.7129348E+3
1.4103600E+2 1.9039600E+3 1.4057527E+2 1.9053235E+3
1.6718500E+2 2.1182300E+3 1.6718500E+2 2.1191862E+3
1.9865300E+2 2.3552400E+3 1.9997665E+2 2.3567856E+3
2.4003700E+2 2.6195800E+3 2.4040531E+2 2.6205774E+3
2.8874800E+2 2.9113900E+3 2.9025721E+2 2.9132090E+3
3.5062400E+2 3.2335700E+3 3.5172098E+2 3.2375091E+3
4.2527000E+2 3.5970800E+3 4.2747180E+2 3.5964658E+3
5.1901200E+2 3.9919300E+3 5.2076926E+2 3.9931868E+3
6.3354500E+2 4.4351700E+3 6.3556905E+2 4.4308360E+3
7.7314800E+2 4.9171500E+3 7.7664748E+2 4.9125384E+3
9.4484400E+2 5.4517900E+3 9.4973485E+2 5.4412422E+3
1.1546000E+3 6.0264600E+3 1.1616510E+3 6.0195269E+3
1.4131900E+3 6.6630900E+3 1.4204310E+3 6.6493455E+3
1.7395600E+3 7.3534500E+3 1.7354197E+3 7.3316828E+3
2.1106600E+3 8.0928200E+3 2.1173078E+3 8.0661236E+3
2.5780700E+3 8.9036800E+3 2.5780700E+3 8.8503283E+3
3.1288100E+3 9.7251800E+3 3.1307470E+3 9.6794157E+3
3.8543500E+3 1.0597700E+4 3.7890188E+3 1.0545301E+4
4.5972700E+3 1.1467200E+4 4.5664944E+3 1.1436037E+4
5.5487100E+3 1.2448900E+4 5.4756779E+3 1.2335278E+4
6.6684500E+3 1.3304700E+4 6.5265896E+3 1.3222013E+4
7.8706900E+3 1.4195700E+4 7.7251071E+3 1.4070756E+4
9.2441500E+3 1.4954700E+4 9.0711743E+3 1.4852375E+4
1.0848100E+4 1.5600700E+4 1.0557180E+4 1.5535703E+4
1.2528100E+4 1.6033400E+4 1.2166833E+4 1.6089899E+4
1.4334200E+4 1.6376000E+4 1.3874961E+4 1.6487390E+4
1.6124300E+4 1.6460400E+4 1.5648510E+4 1.6706937E+4
1.8041900E+4 1.6458500E+4 1.7448809E+4 1.6736276E+4
1.9848800E+4 1.6025300E+4 1.9234786E+4 1.6573734E+4
