N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.084200000E-05 9.166000000E-06 8.176000000E-06 7.559000000E-06
1.600000000E+01 6.773600000E-05 6.730900000E-05 6.779400000E-05 6.891700000E-05
1.700000000E+01 2.180910000E-04 1.876100000E-04 2.851540000E-04 2.937140000E-04
1.549996187E+01 3.227000000E-05 3.671700000E-05 4.122900000E-05 4.568500000E-05
1.649996187E+01 1.234190000E-04 1.229630000E-04 1.227400000E-04 1.230750000E-04
1.674996808E+01 1.652750000E-04 1.648740000E-04 1.650890000E-04 1.648400000E-04
1.624993176E+01 9.149600000E-05 9.074200000E-05 9.072600000E-05 9.128400000E-05
1.574996808E+01 4.995400000E-05 5.042600000E-05 5.228900000E-05 5.437300000E-05
1.524993176E+01 6.081000000E-06 1.542100000E-05 2.406600000E-05 3.162000000E-05
