N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.199100000E-05 1.778500000E-05 1.502300000E-05 1.311400000E-05
1.600000000E+01 1.327930000E-04 1.294810000E-04 1.281860000E-04 1.283110000E-04
1.700000000E+01 4.128340000E-04 4.126960000E-04 4.281230000E-04 4.125240000E-04
1.549996187E+01 4.417700000E-05 4.904600000E-05 5.499700000E-05 6.126600000E-05
1.649996187E+01 2.404400000E-04 2.366170000E-04 2.341880000E-04 2.334590000E-04
1.674996808E+01 3.161540000E-04 3.134470000E-04 3.125710000E-04 3.113680000E-04
1.624993176E+01 1.805800000E-04 1.762600000E-04 1.738990000E-04 1.731880000E-04
1.574996808E+01 9.291500000E-05 9.078000000E-05 9.204200000E-05 9.390500000E-05
1.524993176E+01 1.896100000E-05 1.567800000E-05 1.369600000E-05 1.236600000E-05
