fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 7:2 295.4 39.25 1.000E+000 2.227E+000 4.441E-011 4.190E+002 2.941E+000 2.928E-006 1.746E-004 7.121E-002 1.736E-004 3.110E-006 2.515E-001 3.570E-002 8.687E-005 2.488E-003 
00L2 7:39 298.7 38.82 1.000E+000 2.190E+000 7.605E-011 4.245E+002 2.856E+000 3.068E-006 1.793E-004 7.388E-002 1.784E-004 3.319E-006 2.518E-001 3.710E-002 8.923E-005 2.629E-003 
00L3 7:54 301.2 38.49 1.000E+000 2.174E+000 1.125E-010 4.298E+002 2.743E+000 2.841E-006 1.785E-004 7.446E-002 1.776E-004 3.330E-006 2.519E-001 3.740E-002 8.879E-005 9.820E-004 
00L4 8:16 303.6 38.19 1.000E+000 2.168E+000 1.647E-010 4.357E+002 2.693E+000 2.968E-006 1.796E-004 7.574E-002 1.787E-004 3.411E-006 2.521E-001 3.800E-002 8.952E-005 1.511E-003 
00L5 8:33 305.5 37.95 1.000E+000 2.179E+000 2.259E-010 4.407E+002 2.677E+000 3.217E-006 1.803E-004 7.667E-002 1.794E-004 3.470E-006 2.523E-001 3.850E-002 8.989E-005 2.636E-003 
00L6 8:53 307.5 37.7 1.000E+000 2.184E+000 3.102E-010 4.463E+002 2.658E+000 3.500E-006 1.800E-004 7.721E-002 1.791E-004 3.492E-006 2.526E-001 3.880E-002 8.978E-005 1.557E-003 
00L7 9:11 309.8 37.42 1.000E+000 2.201E+000 4.397E-010 4.531E+002 2.639E+000 3.857E-006 1.808E-004 7.836E-002 1.799E-004 3.566E-006 2.529E-001 3.940E-002 9.029E-005 9.054E-004 
00L8 9:33 312.5 37.1 1.000E+000 2.220E+000 6.686E-010 4.613E+002 2.620E+000 4.356E-006 1.828E-004 8.008E-002 1.819E-004 3.693E-006 2.535E-001 4.040E-002 9.117E-005 3.983E-003 
00L9 9:53 314.8 36.83 1.000E+000 2.250E+000 9.464E-010 4.683E+002 2.609E+000 4.892E-006 1.812E-004 8.007E-002 1.804E-004 3.667E-006 2.539E-001 4.040E-002 9.053E-005 4.414E-003 
0L10 10:20 317.6 36.51 1.000E+000 2.217E+000 1.418E-009 4.768E+002 2.621E+000 5.764E-006 1.842E-004 8.197E-002 1.834E-004 3.828E-006 2.547E-001 4.140E-002 9.223E-005 9.348E-003 
0L11 10:44 320.5 36.18 1.000E+000 2.215E+000 2.132E-009 4.853E+002 2.636E+000 6.859E-006 1.811E-004 8.106E-002 1.802E-004 3.729E-006 2.553E-001 4.100E-002 9.074E-005 1.677E-003 
0L12 11:8 323.2 35.87 1.000E+000 2.247E+000 3.167E-009 4.926E+002 2.626E+000 7.780E-006 1.824E-004 8.194E-002 1.816E-004 3.810E-006 2.561E-001 4.150E-002 9.158E-005 3.397E-003 
0L13 11:25 325.8 35.59 1.000E+000 2.267E+000 4.487E-009 4.991E+002 2.600E+000 8.653E-006 1.844E-004 8.286E-002 1.835E-004 3.906E-006 2.569E-001 4.210E-002 9.256E-005 1.153E-003 
0L14 11:50 328 35.35 1.000E+000 2.269E+000 5.802E-009 5.039E+002 2.480E+000 8.044E-006 1.806E-004 8.195E-002 1.797E-004 3.787E-006 2.571E-001 4.170E-002 9.060E-005 1.380E-002 
0L15 12:9 330.8 35.05 1.000E+000 2.331E+000 8.709E-009 5.090E+002 2.564E+000 1.063E-005 1.883E-004 8.409E-002 1.874E-004 4.077E-006 2.587E-001 4.290E-002 9.480E-005 1.917E-003 
