T(K) Nd(cm-3) Mu(cm2/Vs)
289 1.73024E+15 2.52367E+10
404 9.08357E+17 1.05130E+8
495 4.49242E+17 1.22341E+8
404 3.10256E+15 8.93470E+9
214 1.34909E+17 1.44960E+9
246 4.80147E+13 5.81708E+11
223 2.00598E+13 1.38129E+12
359 7.30608E+15 5.52147E+9
413 1.89361E+13 5.08871E+11
367 1.39492E+14 1.25474E+11
397 7.63925E+15 4.47504E+9
240 5.54191E+17 4.36967E+8
434 3.36449E+14 4.68052E+10
380 5.24467E+18 3.85055E+7
484 3.76603E+18 2.76042E+7
354 5.40468E+18 4.48175E+7
436 4.62208E+16 9.09009E+8
201 9.99741E+13 4.58298E+11
375 6.89910E+16 8.58834E+8
245 1.26030E+17 1.16082E+9
464 8.61639E+17 8.38633E+7
228 6.12934E+15 1.37418E+10
382 1.29869E+14 1.24363E+11
420 2.88633E+16 1.40884E+9
418 8.62123E+15 3.72002E+9
270 2.86606E+15 1.89404E+10
430 8.08265E+18 2.25327E+7
423 6.62003E+18 2.62538E+7
415 7.67704E+13 1.64258E+11
206 4.95912E+16 3.24362E+9
241 1.78355E+15 3.35758E+10
447 1.02605E+18 7.91123E+7
346 1.86548E+18 8.85800E+7
303 4.09136E+18 7.71066E+7
209 3.38779E+14 1.61607E+11
493 3.03303E+17 1.66826E+8
427 7.33581E+15 4.09050E+9
268 1.69529E+17 7.86879E+8
277 4.90395E+14 7.43837E+10
369 3.02581E+18 5.69235E+7
340 1.32828E+14 1.49230E+11
346 2.21750E+13 6.05419E+11
400 6.67111E+16 7.87441E+8
241 4.01734E+14 1.10082E+11
274 8.89190E+18 6.80349E+7
265 5.94421E+14 6.86314E+10
206 1.32692E+15 5.52744E+10
217 5.25828E+16 2.80764E+9
256 6.95568E+15 1.02219E+10
219 8.98710E+14 6.80442E+10
249 1.62723E+14 2.15405E+11
482 1.88722E+18 4.44362E+7
474 2.61652E+14 4.92077E+10
301 8.70415E+13 2.56799E+11
353 7.16108E+13 2.29292E+11
474 9.19395E+14 1.79800E+10
499 1.98930E+18 4.00270E+7
473 5.84230E+15 4.11430E+9
458 1.09763E+15 1.65863E+10
409 6.02090E+18 3.00248E+7
393 2.44068E+16 1.80227E+9
488 1.53293E+14 7.19156E+10
351 2.71626E+17 3.33354E+8
337 2.79902E+18 7.38601E+7
423 3.23306E+13 3.18603E+11
345 6.00231E+14 4.34282E+10
396 1.63205E+14 9.75440E+10
356 1.64419E+18 9.04833E+7
252 2.71154E+16 3.57595E+9
401 2.78915E+15 9.83659E+9
255 1.87105E+14 1.85204E+11
464 1.09750E+17 4.11272E+8
341 1.83572E+17 4.73680E+8
215 1.85991E+17 1.14956E+9
403 6.42012E+13 1.99195E+11
351 1.34446E+18 1.06418E+8
431 1.63562E+16 2.11872E+9
340 5.66469E+17 2.06360E+8
443 1.86991E+13 4.56643E+11
341 7.38939E+14 3.76411E+10
229 5.57813E+17 4.85323E+8
461 2.70949E+16 1.26194E+9
499 5.09177E+13 1.66999E+11
472 1.34791E+13 5.31636E+11
480 1.24951E+18 6.00922E+7
477 7.35940E+14 2.12673E+10
325 2.82425E+16 2.22987E+9
428 8.65732E+17 9.73250E+7
235 1.46001E+14 2.58608E+11
319 9.96300E+16 8.51413E+8
286 1.66125E+14 1.67511E+11
304 3.34859E+14 8.58472E+10
219 6.08414E+15 1.48652E+10
323 7.83954E+17 1.82553E+8
348 3.69234E+15 1.00163E+10
424 5.73267E+15 5.03764E+9
281 2.34742E+13 8.22147E+11
335 7.21107E+16 1.00798E+9
356 5.13688E+18 4.55450E+7
496 8.67136E+13 1.10169E+11
250 8.64687E+14 5.61012E+10
273 8.27844E+18 7.07099E+7
404 5.54899E+18 3.23629E+7
217 9.41923E+16 1.82093E+9
274 3.08927E+14 1.09417E+11
322 4.90709E+18 5.99124E+7
401 1.65140E+18 7.02677E+7
416 8.64223E+18 2.35731E+7
361 6.30231E+17 1.70091E+8
474 4.16729E+14 3.39226E+10
333 1.24472E+17 6.65791E+8
243 9.60960E+18 9.20340E+7
308 3.49381E+17 3.53711E+8
319 3.87330E+17 3.07440E+8
313 1.21568E+18 1.45267E+8
306 4.53031E+16 1.69890E+9
330 6.69712E+13 2.71578E+11
270 8.06588E+17 2.62541E+8
432 2.23125E+17 2.66966E+8
343 3.66127E+13 4.12144E+11
273 1.18455E+14 2.36496E+11
343 4.76535E+18 5.19515E+7
395 3.82176E+16 1.25019E+9
443 2.66443E+15 8.62021E+9
435 2.01268E+18 5.22076E+7
367 3.42453E+15 9.70381E+9
461 2.97539E+14 4.66174E+10
415 3.17585E+16 1.33166E+9
362 5.88490E+13 2.57062E+11
451 5.64031E+18 2.49529E+7
365 3.41647E+13 3.91201E+11
291 2.46845E+14 1.18523E+11
458 9.54755E+14 1.85524E+10
485 5.42705E+15 4.19302E+9
447 2.01462E+18 4.92976E+7
477 1.63423E+13 4.47021E+11
372 1.23724E+17 5.48731E+8
490 7.67804E+17 8.27551E+7
462 8.70744E+18 1.83275E+7
356 1.40383E+15 2.08751E+10
492 4.84129E+18 2.27090E+7
312 6.87097E+17 2.13386E+8
293 1.46174E+14 1.77241E+11
418 2.34301E+18 5.10861E+7
219 7.92114E+17 4.42871E+8
457 1.17379E+13 6.27197E+11
454 4.02779E+13 2.36532E+11
449 2.23546E+15 9.70859E+9
247 9.09254E+17 3.00197E+8
469 7.88944E+17 8.79928E+7
285 3.12737E+13 6.41091E+11
355 3.34108E+15 1.04958E+10
434 1.16764E+18 7.64569E+7
255 6.77781E+15 1.04975E+10
443 5.76373E+17 1.23234E+8
334 2.24402E+14 1.00721E+11
458 4.72880E+13 2.05410E+11
454 2.08613E+14 6.33774E+10
392 2.98512E+14 6.12485E+10
391 5.42194E+16 9.66254E+8
278 1.32762E+18 1.80709E+8
