T(K) Nd(cm-3) Mu(cm2/Vs)
200 1.00000E+13 2.90640E+12
200 1.32571E+13 2.31950E+12
200 1.75751E+13 1.85113E+12
200 2.32995E+13 1.47734E+12
200 3.08884E+13 1.17903E+12
200 4.09492E+13 9.40963E+11
200 5.42868E+13 7.50972E+11
200 7.19686E+13 5.99348E+11
200 9.54095E+13 4.78343E+11
200 1.26486E+14 3.81774E+11
200 1.67683E+14 3.04706E+11
200 2.22300E+14 2.43202E+11
200 2.94705E+14 1.94119E+11
200 3.90694E+14 1.54949E+11
200 5.17947E+14 1.23690E+11
200 6.86649E+14 9.87451E+10
200 9.10298E+14 7.88393E+10
200 1.20679E+15 6.29539E+10
200 1.59986E+15 5.02792E+10
200 2.12095E+15 4.01649E+10
200 2.81177E+15 3.20962E+10
200 3.72759E+15 2.56583E+10
200 4.94171E+15 2.05230E+10
200 6.55129E+15 1.64272E+10
200 8.68511E+15 1.31602E+10
200 1.15140E+16 1.05555E+10
200 1.52642E+16 8.47841E+9
200 2.02359E+16 6.82321E+9
200 2.68270E+16 5.50376E+9
200 3.55648E+16 4.45203E+9
200 4.71487E+16 3.61474E+9
200 6.25055E+16 2.94639E+9
200 8.28643E+16 2.41225E+9
200 1.09854E+17 1.98575E+9
200 1.45635E+17 1.64366E+9
200 1.93070E+17 1.36952E+9
200 2.55955E+17 1.14705E+9
200 3.39322E+17 9.67659E+8
200 4.49843E+17 8.20883E+8
200 5.96362E+17 7.00081E+8
200 7.90604E+17 6.00780E+8
200 1.04811E+18 5.18141E+8
200 1.38950E+18 4.48780E+8
200 1.84207E+18 3.90057E+8
200 2.44205E+18 3.40646E+8
200 3.23746E+18 2.98444E+8
200 4.29193E+18 2.62440E+8
200 5.68987E+18 2.31233E+8
200 7.54312E+18 2.04205E+8
200 1.00000E+19 1.80900E+8
206 1.00000E+13 2.76396E+12
206 1.32571E+13 2.20582E+12
206 1.75751E+13 1.76040E+12
206 2.32995E+13 1.40493E+12
206 3.08884E+13 1.12124E+12
206 4.09492E+13 8.94840E+11
206 5.42868E+13 7.14160E+11
206 7.19686E+13 5.69966E+11
