T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
305 001_305 38.014 5.942680E-1 3.830628E+1 8.102290E+1 1.844420E+1 5.066750E-1 3.640248E+1 1.000000E+2 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 1.778E+15
305 002_305 38.014 5.931720E-1 3.828059E+1 8.099820E+1 1.839220E+1 5.057530E-1 3.636602E+1 1.000000E+2 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 1.778E+15
305 003_305 38.014 5.916440E-1 3.824334E+1 8.093360E+1 1.831240E+1 5.043270E-1 3.631055E+1 1.000000E+2 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 1.778E+15
305 004_305 38.014 5.895420E-1 3.818962E+1 8.089140E+1 1.821220E+1 5.020900E-1 3.627278E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 1.778E+15
305 005_305 38.014 5.867010E-1 3.811275E+1 8.084910E+1 1.807850E+1 4.993820E-1 3.620174E+1 1.000000E+2 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 1.778E+15
305 006_305 38.014 5.830860E-1 3.800399E+1 8.079490E+1 1.790380E+1 4.962910E-1 3.607520E+1 1.000000E+2 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 1.778E+15
305 007_305 38.014 5.786220E-1 3.785249E+1 8.069630E+1 1.767430E+1 4.920950E-1 3.591646E+1 1.000000E+2 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 1.778E+15
305 008_305 38.014 5.733570E-1 3.764593E+1 8.062930E+1 1.740350E+1 4.873560E-1 3.570998E+1 1.000000E+2 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 1.778E+15
305 009_305 38.014 5.674860E-1 3.737220E+1 8.051020E+1 1.707470E+1 4.820370E-1 3.542205E+1 1.000000E+2 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 1.778E+15
305 010_305 38.014 5.612660E-1 3.702234E+1 8.041220E+1 1.670910E+1 4.764790E-1 3.506796E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 1.778E+15
305 011_305 38.014 5.549170E-1 3.659420E+1 8.025940E+1 1.629810E+1 4.704470E-1 3.464377E+1 1.000000E+2 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 1.778E+15
305 012_305 38.014 5.487270E-1 3.609489E+1 8.012130E+1 1.586900E+1 4.650880E-1 3.412049E+1 1.000000E+2 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 1.778E+15
305 013_305 38.014 5.427890E-1 3.553978E+1 7.993040E+1 1.541900E+1 4.590030E-1 3.359248E+1 1.000000E+2 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 1.778E+15
305 014_305 38.014 5.371480E-1 3.494711E+1 7.972440E+1 1.496570E+1 4.538480E-1 3.297515E+1 1.000000E+2 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 1.778E+15
305 015_305 38.014 5.317750E-1 3.433108E+1 7.954150E+1 1.452140E+1 4.483290E-1 3.239008E+1 1.000000E+2 2.154000E+12 2.154000E+12 2.154000E+12 2.154000E+12 3.800E-4 1.778E+15
305 016_305 38.014 5.265300E-1 3.369773E+1 7.931380E+1 1.407250E+1 4.433790E-1 3.173929E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.162000E+12 3.162000E+12 3.800E-4 1.778E+15
305 017_305 38.014 5.213540E-1 3.304564E+1 7.911640E+1 1.363060E+1 4.380970E-1 3.111311E+1 1.000000E+2 4.642000E+12 4.642000E+12 4.642000E+12 4.642000E+12 3.800E-4 1.778E+15
305 018_305 38.014 5.161220E-1 3.236990E+1 7.887750E+1 1.317790E+1 4.331470E-1 3.042362E+1 1.000000E+2 6.813000E+12 6.813000E+12 6.813000E+12 6.813000E+12 3.800E-4 1.778E+15
305 019_305 38.014 5.108340E-1 3.166577E+1 7.867300E+1 1.272610E+1 4.278730E-1 2.974275E+1 1.000000E+2 1.000000E+13 1.000000E+13 1.000000E+13 1.000000E+13 3.800E-4 1.778E+15
305 020_305 38.014 5.054220E-1 3.093010E+1 7.842610E+1 1.226010E+1 4.227900E-1 2.899820E+1 1.000000E+2 1.468000E+13 1.468000E+13 1.468000E+13 1.468000E+13 3.800E-4 1.778E+15
305 021_305 38.014 4.999290E-1 3.016136E+1 7.821240E+1 1.179330E+1 4.174850E-1 2.824844E+1 1.000000E+2 2.154000E+13 2.154000E+13 2.154000E+13 2.154000E+13 3.800E-4 1.778E+15
305 022_305 38.014 4.943030E-1 2.935931E+1 7.795000E+1 1.131240E+1 4.121960E-1 2.744426E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.162000E+13 3.162000E+13 3.800E-4 1.778E+15
305 023_305 38.014 4.885860E-1 2.852465E+1 7.771770E+1 1.083130E+1 4.068750E-1 2.662075E+1 1.000000E+2 4.642000E+13 4.642000E+13 4.642000E+13 4.642000E+13 3.800E-4 1.778E+15
305 024_305 38.014 4.827590E-1 2.765908E+1 7.742420E+1 1.033820E+1 4.013060E-1 2.576137E+1 1.000000E+2 6.813000E+13 6.813000E+13 6.813000E+13 6.813000E+13 3.800E-4 1.778E+15
305 025_305 38.014 4.768170E-1 2.676542E+1 7.715700E+1 9.846900E+0 3.959940E-1 2.486636E+1 1.000000E+2 1.000000E+14 1.000000E+14 1.000000E+14 1.000000E+14 3.800E-4 1.778E+15
