d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.024849650E+00 1.006387526E+00 1.846212400E-02 1.024582307E+00 1.006279331E+00 1.830297600E-02 2.673430000E-04 1.081950000E-04
150 1.549996187E+01 1.098771084E+00 1.043447897E+00 5.532318700E-02 1.098764056E+00 1.042973109E+00 5.579094700E-02 7.028000000E-06 4.747880000E-04
150 1.600000000E+01 1.253538712E+00 1.100999834E+00 1.525388780E-01 1.251835752E+00 1.098321524E+00 1.535142280E-01 1.702960000E-03 2.678310000E-03
150 1.649996187E+01 1.295276865E+00 1.098064972E+00 1.972118930E-01 1.290113224E+00 1.093540585E+00 1.965726390E-01 5.163641000E-03 4.524387000E-03
150 1.700000000E+01 1.334862468E+00 1.093239778E+00 2.416226900E-01 1.320220144E+00 1.086606712E+00 2.336134320E-01 1.464232400E-02 6.633066000E-03
180 1.500000000E+01 1.023497428E+00 1.006055851E+00 1.744157700E-02 1.023280534E+00 1.005969022E+00 1.731151200E-02 2.168940000E-04 8.682900000E-05
180 1.549996187E+01 1.079449262E+00 1.030993944E+00 4.845531800E-02 1.079489259E+00 1.030712176E+00 4.877708300E-02 -3.999700000E-05 2.817680000E-04
180 1.600000000E+01 1.248242687E+00 1.094213688E+00 1.540289990E-01 1.246634391E+00 1.091809133E+00 1.548252580E-01 1.608296000E-03 2.404555000E-03
180 1.649996187E+01 1.292785272E+00 1.092863549E+00 1.999217230E-01 1.287837958E+00 1.088679170E+00 1.991587880E-01 4.947314000E-03 4.184379000E-03
180 1.700000000E+01 1.332266018E+00 1.090015997E+00 2.422500210E-01 1.318000186E+00 1.083694617E+00 2.343055690E-01 1.426583200E-02 6.321380000E-03
210 1.500000000E+01 1.022364737E+00 1.005801648E+00 1.656308900E-02 1.022183205E+00 1.005729347E+00 1.645385800E-02 1.815320000E-04 7.230100000E-05
210 1.549996187E+01 1.065396659E+00 1.022169626E+00 4.322703300E-02 1.065473035E+00 1.022018569E+00 4.345446600E-02 -7.637600000E-05 1.510570000E-04
210 1.600000000E+01 1.243424312E+00 1.088325614E+00 1.550986980E-01 1.241879896E+00 1.086145554E+00 1.557343420E-01 1.544416000E-03 2.180060000E-03
210 1.649996187E+01 1.289772045E+00 1.088405811E+00 2.013662340E-01 1.284941382E+00 1.084495160E+00 2.004462220E-01 4.830663000E-03 3.910651000E-03
210 1.700000000E+01 1.328988307E+00 1.087311624E+00 2.416766830E-01 1.314903102E+00 1.081237590E+00 2.336655120E-01 1.408520500E-02 6.074034000E-03
240 1.500000000E+01 1.021364216E+00 1.011764693E+00 9.599523000E-03 1.021208883E+00 1.011627473E+00 9.581410000E-03 1.553330000E-04 1.372200000E-04
240 1.549996187E+01 1.053930688E+00 1.185463664E+00 -1.315329760E-01 1.054037461E+00 1.184854076E+00 -1.308166150E-01 -1.067730000E-04 6.095880000E-04
240 1.600000000E+01 1.239303539E+00 1.224064085E+00 1.523945400E-02 1.237808327E+00 1.222474680E+00 1.533364700E-02 1.495212000E-03 1.589405000E-03
240 1.649996187E+01 1.287503013E+00 1.232507194E+00 5.499581900E-02 1.282729470E+00 1.229321803E+00 5.340766700E-02 4.773543000E-03 3.185391000E-03
240 1.700000000E+01 1.327326582E+00 1.252854214E+00 7.447236800E-02 1.313289284E+00 1.247036894E+00 6.625239000E-02 1.403729800E-02 5.817320000E-03
