fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0UL1 9:22 300.3 38.61 1.000E+000 2.379E+000 1.096E-010 4.337E+002 2.699E+000 2.498E-006 1.792E-004 7.559E-002 1.782E-004 3.391E-006 2.518E-001 3.800E-002 8.900E-005 1.032E-003 
0UL2 9:48 303.7 38.18 1.000E+000 2.321E+000 1.838E-010 4.440E+002 2.664E+000 2.911E-006 1.788E-004 7.681E-002 1.779E-004 3.445E-006 2.522E-001 3.860E-002 8.903E-005 6.390E-004 
0UL3 10:2 306.7 37.8 1.000E+000 2.307E+000 2.942E-010 4.526E+002 2.642E+000 3.353E-006 1.815E-004 7.896E-002 1.805E-004 3.601E-006 2.526E-001 3.970E-002 9.048E-005 2.156E-003 
0UL4 10:25 309.5 37.46 1.000E+000 2.262E+000 4.559E-010 4.603E+002 2.652E+000 4.015E-006 1.811E-004 7.954E-002 1.802E-004 3.629E-006 2.531E-001 4.010E-002 9.026E-005 1.398E-002 
0UL5 10:44 312.5 37.1 1.000E+000 2.232E+000 7.182E-010 4.683E+002 2.630E+000 4.589E-006 1.808E-004 8.013E-002 1.799E-004 3.656E-006 2.537E-001 4.040E-002 9.027E-005 9.249E-004 
0UL6 11:7 315.3 36.77 1.000E+000 2.211E+000 1.077E-009 4.754E+002 2.583E+000 4.995E-006 1.805E-004 8.071E-002 1.797E-004 3.686E-006 2.542E-001 4.080E-002 9.012E-005 1.504E-003 
0UL7 11:23 318.9 36.36 1.000E+000 2.206E+000 1.829E-009 4.845E+002 2.570E+000 5.940E-006 1.851E-004 8.322E-002 1.843E-004 3.913E-006 2.552E-001 4.210E-002 9.271E-005 9.090E-004 
0UL8 11:43 321.7 36.04 1.000E+000 2.214E+000 2.769E-009 4.915E+002 2.567E+000 6.823E-006 1.861E-004 8.392E-002 1.853E-004 3.980E-006 2.560E-001 4.250E-002 9.342E-005 1.244E-003 
0UL9 11:59 324.2 35.76 1.000E+000 2.197E+000 3.922E-009 4.977E+002 2.547E+000 7.653E-006 1.840E-004 8.313E-002 1.832E-004 3.907E-006 2.566E-001 4.220E-002 9.236E-005 1.481E-003 
UL10 12:20 327.8 35.37 1.000E+000 2.142E+000 6.270E-009 5.068E+002 2.509E+000 8.733E-006 1.826E-004 8.272E-002 1.818E-004 3.874E-006 2.576E-001 4.210E-002 9.181E-005 8.179E-004 
UL11 12:45 330.5 35.08 1.000E+000 2.171E+000 9.049E-009 5.138E+002 2.501E+000 1.004E-005 1.846E-004 8.334E-002 1.838E-004 3.963E-006 2.588E-001 4.250E-002 9.304E-005 5.584E-004 
