fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
ULL060 9:23 299 38.78 1.000E+000 1.008E+001 3.891E-011 1.703E+004 2.946E+000 9.127E-006 2.775E-005 9.378E-002 2.770E-005 8.154E-007 3.139E-001 5.230E-002 1.556E-005 2.382E-003 
ULL065 9:20 299.1 38.76 1.000E+000 1.016E+001 4.003E-011 1.697E+004 2.947E+000 9.127E-006 3.566E-005 1.091E-001 3.559E-005 1.267E-006 3.261E-001 6.200E-002 2.040E-005 4.607E-003 
ULL070 9:17 299 38.78 1.000E+000 1.013E+001 3.863E-011 1.703E+004 2.940E+000 9.046E-006 4.573E-005 1.256E-001 4.564E-005 1.949E-006 3.400E-001 7.260E-002 2.681E-005 4.831E-003 
ULL075 9:15 299 38.78 1.000E+000 1.013E+001 3.839E-011 1.703E+004 2.931E+000 8.924E-006 5.667E-005 1.406E-001 5.657E-005 2.807E-006 3.529E-001 8.260E-002 3.394E-005 4.622E-003 
ULL080 9:11 299.1 38.76 1.000E+000 1.016E+001 3.947E-011 1.697E+004 2.946E+000 9.196E-006 6.982E-005 1.542E-001 6.969E-005 3.914E-006 3.642E-001 9.180E-002 4.258E-005 3.902E-003 
ULL085 9:8 299 38.78 1.000E+000 1.014E+001 3.783E-011 1.703E+004 2.936E+000 9.061E-006 8.245E-005 1.665E-001 8.230E-005 5.143E-006 3.753E-001 1.004E-001 5.117E-005 1.420E-003 
ULL090 9:5 299 38.78 1.000E+000 1.020E+001 3.943E-011 1.703E+004 2.953E+000 9.295E-006 9.813E-005 1.785E-001 9.794E-005 6.732E-006 3.851E-001 1.088E-001 6.182E-005 8.938E-003 
ULL095 9:3 299 38.78 1.000E+000 1.021E+001 3.874E-011 1.703E+004 2.943E+000 9.116E-006 1.155E-004 1.912E-001 1.153E-004 8.735E-006 3.963E-001 1.179E-001 7.403E-005 1.408E-003 
ULL100 9:0 298.9 38.79 1.000E+000 1.023E+001 3.816E-011 1.709E+004 2.942E+000 9.116E-006 1.324E-004 2.013E-001 1.322E-004 1.078E-005 4.050E-001 1.251E-001 8.609E-005 8.927E-003 
ULL105 8:57 298.9 38.79 1.000E+000 1.025E+001 3.787E-011 1.709E+004 2.942E+000 9.169E-006 1.528E-004 2.117E-001 1.525E-004 1.336E-005 4.138E-001 1.327E-001 1.006E-004 8.873E-003 
ULL110 8:54 299 38.78 1.000E+000 1.033E+001 4.018E-011 1.703E+004 2.974E+000 9.693E-006 1.726E-004 2.193E-001 1.723E-004 1.582E-005 4.186E-001 1.382E-001 1.144E-004 1.730E-003 
