fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_290 001_290.dat 290 39.98 1.000E+000 8.174E+002 6.896E-017 1.000E+020 1.176E+000 8.180E-018 2.098E-004 
001_290_SRH 001_290_srh.dat 290 39.98 1.000E+000 5.047E+004 7.081E-018 1.000E+020 1.241E+000 7.154E-018 1.962E-003 
002_290 002_290.dat 290 39.98 1.000E+000 9.366E+002 7.224E-017 1.000E+020 1.188E+000 1.144E-017 2.923E-004 
002_290_SRH 002_290_srh.dat 290 39.98 1.000E+000 3.438E+004 1.039E-017 1.000E+020 1.241E+000 1.050E-017 1.957E-003 
003_290 003_290.dat 290 39.98 1.000E+000 1.078E+003 7.707E-017 1.000E+020 1.198E+000 1.626E-017 4.061E-004 
003_290_SRH 003_290_srh.dat 290 39.98 1.000E+000 2.342E+004 1.525E-017 1.000E+020 1.241E+000 1.541E-017 1.957E-003 
004_290 004_290.dat 290 39.98 1.000E+000 1.234E+003 8.419E-017 1.000E+020 1.208E+000 2.334E-017 5.502E-004 
004_290_SRH 004_290_srh.dat 290 39.98 1.000E+000 1.639E+004 2.237E-017 1.000E+020 1.241E+000 2.262E-017 1.960E-003 
005_290 005_290.dat 290 39.98 1.000E+000 1.369E+003 9.461E-017 1.000E+020 1.215E+000 3.376E-017 7.202E-004 
005_290_SRH 005_290_srh.dat 290 39.98 1.000E+000 1.116E+004 3.280E-017 1.000E+020 1.241E+000 3.321E-017 1.961E-003 
006_290 006_290.dat 290 39.98 1.000E+000 1.452E+003 1.099E-016 1.000E+020 1.222E+000 4.921E-017 9.105E-004 
006_290_SRH 006_290_srh.dat 290 39.98 1.000E+000 7.599E+003 4.809E-017 1.000E+020 1.241E+000 4.874E-017 1.963E-003 
007_290 007_290.dat 290 39.98 1.000E+000 1.457E+003 1.323E-016 1.000E+020 1.228E+000 7.202E-017 1.109E-003 
007_290_SRH 007_290_srh.dat 290 39.98 1.000E+000 5.173E+003 7.046E-017 1.000E+020 1.241E+000 7.154E-017 1.965E-003 
008_290 008_290.dat 290 39.98 1.000E+000 1.363E+003 1.651E-016 1.000E+020 1.235E+000 1.058E-016 1.310E-003 
008_290_SRH 008_290_srh.dat 290 39.98 1.000E+000 3.521E+003 1.032E-016 1.000E+020 1.241E+000 1.050E-016 1.969E-003 
009_290 009_290.dat 290 39.98 1.000E+000 1.192E+003 2.128E-016 1.000E+020 1.237E+000 1.550E-016 1.475E-003 
009_290_SRH 009_290_srh.dat 290 39.98 1.000E+000 2.395E+003 1.508E-016 1.000E+020 1.241E+000 1.541E-016 1.980E-003 
010_290 010_290.dat 290 39.98 1.000E+000 1.016E+003 2.821E-016 1.000E+020 1.238E+000 2.271E-016 1.606E-003 
010_290_SRH 010_290_srh.dat 290 39.98 1.000E+000 1.672E+003 2.202E-016 1.000E+020 1.241E+000 2.262E-016 1.982E-003 
011_290 011_290.dat 290 39.98 1.000E+000 7.965E+002 3.826E-016 1.000E+020 1.239E+000 3.328E-016 1.718E-003 
011_290_SRH 011_290_srh.dat 290 39.98 1.000E+000 1.136E+003 3.207E-016 1.000E+020 1.241E+000 3.320E-016 1.995E-003 
012_290 012_290.dat 290 39.98 1.000E+000 6.181E+002 5.272E-016 1.000E+020 1.240E+000 4.881E-016 1.815E-003 
012_290_SRH 012_290_srh.dat 290 39.98 1.000E+000 7.915E+002 4.653E-016 1.000E+020 1.241E+000 4.872E-016 2.015E-003 
013_290 013_290.dat 290 39.98 1.000E+000 4.644E+002 7.335E-016 1.000E+020 1.240E+000 7.158E-016 1.892E-003 
