T nFsrh nFBsrh dnsrh nF nFB dn
290 1.200542576E+00 1.140365062E+00 6.017751400E-02 1.187698577E+00 1.138996938E+00 4.870163900E-02
295 1.209657449E+00 1.145439815E+00 6.421763400E-02 1.193147239E+00 1.143664888E+00 4.948235100E-02
300 1.207972039E+00 1.150077662E+00 5.789437700E-02 1.194240561E+00 1.147807055E+00 4.643350600E-02
305 1.216866225E+00 1.152265442E+00 6.460078300E-02 1.196660347E+00 1.150494794E+00 4.616555300E-02
310 1.215443092E+00 1.154401585E+00 6.104150700E-02 1.200046593E+00 1.152742325E+00 4.730426800E-02
315 1.218531212E+00 1.156891321E+00 6.163989100E-02 1.207224307E+00 1.155329384E+00 5.189492300E-02
320 1.226912980E+00 1.159671502E+00 6.724147800E-02 1.213820125E+00 1.158195487E+00 5.562463800E-02
325 1.230193375E+00 1.162705109E+00 6.748826600E-02 1.219576457E+00 1.159211908E+00 6.036454900E-02
330 1.237538195E+00 1.165960723E+00 7.157747200E-02 1.224485570E+00 1.159399582E+00 6.508598800E-02
335 1.244202917E+00 1.167726890E+00 7.647602700E-02 1.227221522E+00 1.158928226E+00 6.829329600E-02
340 1.245014845E+00 1.167865108E+00 7.714973700E-02 1.229026684E+00 1.157706597E+00 7.132008700E-02
