T nFsrh nFBsrh dnsrh nF nFB dn
290 1.225056135E+00 1.162502628E+00 6.255350700E-02 1.224995511E+00 1.162513106E+00 6.248240500E-02
295 1.221897774E+00 1.170473548E+00 5.142422600E-02 1.219693258E+00 1.170453636E+00 4.923962200E-02
300 1.220149982E+00 1.17262774E+00 4.752224200E-02 1.220064202E+00 1.17262774E+00 4.743646200E-02
305 1.229564660E+00 1.176266782E+00 5.329787800E-02 1.228105788E+00 1.175574155E+00 5.253163300E-02
310 1.228213680E+00 1.182954084E+00 4.525959600E-02 1.228081783E+00 1.182859431E+00 4.522235200E-02
315 1.237581464E+00 1.190617527E+00 4.696393700E-02 1.237413058E+00 1.190496709E+00 4.691634900E-02
320 1.241534267E+00 1.192351591E+00 4.918267600E-02 1.237063697E+00 1.192206917E+00 4.485678000E-02
325 1.240100925E+00 1.194140239E+00 4.596068600E-02 1.239866246E+00 1.193621135E+00 4.624511100E-02
330 1.249263245E+00 1.200172495E+00 4.909075000E-02 1.248974942E+00 1.199954684E+00 4.902025800E-02
335 1.253428693E+00 1.206165740E+00 4.726295300E-02 1.253077853E+00 1.205895899E+00 4.718195400E-02
340 1.261474630E+00 1.211729767E+00 4.974486300E-02 1.260995948E+00 1.211413215E+00 4.958273300E-02
