T nFsrh nFBsrh dnsrh nF nFB dn
290 1.200513313E+00 1.136867400E+00 6.364591300E-02 1.165510568E+00 1.130851482E+00 3.465908600E-02
295 1.209615867E+00 1.141522470E+00 6.809339700E-02 1.168082094E+00 1.133827488E+00 3.425460600E-02
300 1.207918144E+00 1.145760011E+00 6.215813300E-02 1.173785836E+00 1.136066300E+00 3.771953600E-02
305 1.216790168E+00 1.149528054E+00 6.726211400E-02 1.178720905E+00 1.137524235E+00 4.119667000E-02
310 1.215345664E+00 1.152150573E+00 6.319509100E-02 1.182793921E+00 1.138209342E+00 4.458457900E-02
315 1.218404209E+00 1.155032427E+00 6.337178200E-02 1.185776391E+00 1.138000473E+00 4.777591800E-02
320 1.226739363E+00 1.158108218E+00 6.863114500E-02 1.187567231E+00 1.137033299E+00 5.053393200E-02
325 1.229966566E+00 1.159898718E+00 7.006784800E-02 1.187962093E+00 1.135180609E+00 5.278148400E-02
330 1.237235564E+00 1.161031653E+00 7.620391100E-02 1.187039945E+00 1.133181523E+00 5.385842200E-02
335 1.243804625E+00 1.161740011E+00 8.206461400E-02 1.184750630E+00 1.133024100E+00 5.172653000E-02
340 1.244247012E+00 1.161841550E+00 8.240546200E-02 1.181279729E+00 1.128475805E+00 5.280392400E-02
