T d154 d184 d214 d244
d 150 180 210 240
290 5.204243000E-02 5.128607200E-02 4.939334800E-02 4.933824000E-02
295 5.222842100E-02 5.176708700E-02 5.011526600E-02 4.963402900E-02
300 5.333423600E-02 5.320633900E-02 5.177915900E-02 5.453599900E-02
305 5.608165000E-02 5.615358100E-02 5.492550300E-02 5.857875100E-02
310 5.926195100E-02 5.953082700E-02 5.856464900E-02 5.900115200E-02
315 6.314029300E-02 6.372273300E-02 6.301433400E-02 6.353516400E-02
320 6.859610600E-02 6.986238000E-02 6.889338500E-02 6.951645200E-02
325 7.309072600E-02 7.557673300E-02 7.452629500E-02 7.513496800E-02
330 7.842932600E-02 8.057244900E-02 8.026372200E-02 8.089229600E-02
335 8.501487700E-02 8.657155400E-02 8.695071000E-02 8.749126300E-02
340 9.016100400E-02 9.162931600E-02 9.247575900E-02 9.240562100E-02
