N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.201214329E+00 1.203652483E+00 1.205525327E+00 1.206267181E+00 1.206504783E+00 1.205799998E+00 1.203365402E+00 1.200371915E+00 1.196169175E+00 1.190077049E+00 1.183527440E+00
1.016672606E+01 1.203437919E+00 1.206124253E+00 1.208365132E+00 1.209581723E+00 1.210438554E+00 1.210477729E+00 1.208860770E+00 1.206791360E+00 1.203545434E+00 1.198346854E+00 1.192649961E+00
1.033324570E+01 1.205234094E+00 1.208073200E+00 1.210559330E+00 1.212106859E+00 1.213406080E+00 1.213987678E+00 1.212984180E+00 1.211616070E+00 1.209112992E+00 1.204637486E+00 1.199647752E+00
1.049996187E+01 1.206755404E+00 1.209681027E+00 1.212327789E+00 1.214109798E+00 1.215726248E+00 1.216703964E+00 1.216164305E+00 1.215323711E+00 1.213387665E+00 1.209486534E+00 1.205061327E+00
1.066670514E+01 1.208146936E+00 1.211110035E+00 1.213858411E+00 1.215812964E+00 1.217662218E+00 1.218936457E+00 1.218761257E+00 1.218324619E+00 1.216826380E+00 1.213390424E+00 1.209414415E+00
1.083333839E+01 1.209547179E+00 1.212507253E+00 1.215314297E+00 1.217403384E+00 1.219431771E+00 1.220940153E+00 1.221072683E+00 1.220961952E+00 1.219818091E+00 1.216781299E+00 1.213176233E+00
1.100000000E+01 1.211086330E+00 1.214005095E+00 1.216844539E+00 1.219037296E+00 1.221213631E+00 1.222922865E+00 1.223340892E+00 1.223517205E+00 1.222685697E+00 1.220024088E+00 1.216750342E+00
1.116672606E+01 1.212882001E+00 1.215718530E+00 1.218550693E+00 1.220839228E+00 1.223147481E+00 1.225045798E+00 1.225753215E+00 1.226210557E+00 1.225685897E+00 1.223413228E+00 1.220468946E+00
1.133324570E+01 1.215032297E+00 1.217739418E+00 1.220530735E+00 1.222899806E+00 1.225327977E+00 1.227416907E+00 1.228433630E+00 1.229191457E+00 1.228998383E+00 1.227159512E+00 1.224577899E+00
1.149996187E+01 1.217615713E+00 1.220139463E+00 1.222841166E+00 1.225252095E+00 1.227798011E+00 1.230081962E+00 1.231430793E+00 1.232523041E+00 1.232706863E+00 1.231366572E+00 1.229209878E+00
1.166670514E+01 1.220652442E+00 1.222929546E+00 1.225486863E+00 1.227902053E+00 1.230549827E+00 1.233023841E+00 1.234714954E+00 1.236174497E+00 1.236785421E+00 1.236011120E+00 1.234358007E+00
1.183333839E+01 1.224156225E+00 1.226125124E+00 1.228469468E+00 1.230835653E+00 1.233540074E+00 1.236179080E+00 1.238196267E+00 1.240036930E+00 1.241109912E+00 1.240949751E+00 1.239874494E+00
1.200000000E+01 1.228088227E+00 1.229694024E+00 1.231784786E+00 1.234013940E+00 1.236715107E+00 1.239469514E+00 1.241764030E+00 1.243967034E+00 1.245503616E+00 1.245966650E+00 1.245514449E+00
1.216672606E+01 1.232417381E+00 1.233614201E+00 1.235369912E+00 1.237406151E+00 1.240035113E+00 1.242834694E+00 1.245329249E+00 1.247840394E+00 1.249801100E+00 1.250848813E+00 1.251017412E+00
1.233324570E+01 1.237108330E+00 1.237863504E+00 1.239255848E+00 1.241015006E+00 1.243487072E+00 1.246250177E+00 1.248850280E+00 1.251588132E+00 1.253898198E+00 1.255450308E+00 1.256187681E+00
1.249996187E+01 1.242134786E+00 1.242434318E+00 1.243417303E+00 1.244841482E+00 1.247084589E+00 1.249727952E+00 1.252334329E+00 1.255203422E+00 1.257766775E+00 1.259716960E+00 1.260933721E+00
1.266670514E+01 1.247468145E+00 1.247317965E+00 1.247877830E+00 1.248899498E+00 1.250858674E+00 1.253304788E+00 1.255822431E+00 1.258725176E+00 1.261438658E+00 1.263670910E+00 1.265258631E+00
1.283333839E+01 1.253099557E+00 1.252511041E+00 1.252629900E+00 1.253229108E+00 1.254845648E+00 1.257027325E+00 1.259370744E+00 1.262215033E+00 1.264978187E+00 1.267377994E+00 1.269224107E+00
1.300000000E+01 1.258997547E+00 1.257996932E+00 1.257683551E+00 1.257839798E+00 1.259077424E+00 1.260940354E+00 1.263036191E+00 1.265739299E+00 1.268459361E+00 1.270919274E+00 1.272915260E+00
