d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.248711666E+00 1.225506966E+00 2.320470000E-02 1.248686889E+00 1.225475707E+00 2.321118200E-02 2.477700000E-05 3.125900000E-05
150 295 1.247601153E+00 1.224488240E+00 2.311291300E-02 1.247579532E+00 1.224459857E+00 2.311967500E-02 2.162100000E-05 2.838300000E-05
150 300 1.247014301E+00 1.223911726E+00 2.310257500E-02 1.246995486E+00 1.223886415E+00 2.310907100E-02 1.881500000E-05 2.531100000E-05
150 305 1.246677525E+00 1.224392142E+00 2.228538300E-02 1.246661065E+00 1.224369181E+00 2.229188400E-02 1.646000000E-05 2.296100000E-05
150 310 1.245764785E+00 1.225329707E+00 2.043507800E-02 1.245750215E+00 1.225308639E+00 2.044157600E-02 1.457000000E-05 2.106800000E-05
150 315 1.243118946E+00 1.226256952E+00 1.686199400E-02 1.243105828E+00 1.226237378E+00 1.686845000E-02 1.311800000E-05 1.957400000E-05
150 320 1.236825123E+00 1.227131935E+00 9.693188000E-03 1.236813140E+00 1.227112895E+00 9.700245000E-03 1.198300000E-05 1.904000000E-05
150 325 1.223499208E+00 1.226869187E+00 -3.369979000E-03 1.223488283E+00 1.226849788E+00 -3.361505000E-03 1.092500000E-05 1.939900000E-05
150 330 1.197803386E+00 1.223798374E+00 -2.599498800E-02 1.197793875E+00 1.223777576E+00 -2.598370100E-02 9.511000000E-06 2.079800000E-05
150 335 1.151910267E+00 1.215181852E+00 -6.327158500E-02 1.151903348E+00 1.215158295E+00 -6.325494700E-02 6.919000000E-06 2.355700000E-05
150 340 1.079717898E+00 1.195451855E+00 -1.157339570E-01 1.079715614E+00 1.195424415E+00 -1.157088010E-01 2.284000000E-06 2.744000000E-05
180 290 1.247692844E+00 1.225252387E+00 2.244045700E-02 1.247668659E+00 1.225222165E+00 2.244649400E-02 2.418500000E-05 3.022200000E-05
180 295 1.246649833E+00 1.224249139E+00 2.240069400E-02 1.246628721E+00 1.224221691E+00 2.240703000E-02 2.111200000E-05 2.744800000E-05
180 300 1.246145444E+00 1.223805579E+00 2.233986500E-02 1.246127060E+00 1.223781170E+00 2.234589000E-02 1.838400000E-05 2.440900000E-05
180 305 1.245677115E+00 1.224189129E+00 2.148798600E-02 1.245661011E+00 1.224167063E+00 2.149394800E-02 1.610400000E-05 2.206600000E-05
180 310 1.244722220E+00 1.225054107E+00 1.966811300E-02 1.244707909E+00 1.225033873E+00 1.967403600E-02 1.431100000E-05 2.023400000E-05
180 315 1.241995872E+00 1.225862553E+00 1.613331900E-02 1.241982833E+00 1.225843660E+00 1.613917300E-02 1.303900000E-05 1.889300000E-05
180 320 1.235554979E+00 1.226524727E+00 9.030252000E-03 1.235542753E+00 1.226506148E+00 9.036605000E-03 1.222600000E-05 1.857900000E-05
180 325 1.221901370E+00 1.225888017E+00 -3.986647000E-03 1.221889649E+00 1.225868734E+00 -3.979085000E-03 1.172100000E-05 1.928300000E-05
180 330 1.195780315E+00 1.222198733E+00 -2.641841800E-02 1.195769050E+00 1.222177462E+00 -2.640841200E-02 1.126500000E-05 2.127100000E-05
180 335 1.149662910E+00 1.212569004E+00 -6.290609400E-02 1.149652558E+00 1.212543784E+00 -6.289122600E-02 1.035200000E-05 2.522000000E-05
180 340 1.076504323E+00 1.191075377E+00 -1.145710540E-01 1.076496180E+00 1.191044163E+00 -1.145479830E-01 8.143000000E-06 3.121400000E-05
210 290 1.248137001E+00 1.224903472E+00 2.323352900E-02 1.248113104E+00 1.224873745E+00 2.323935900E-02 2.389700000E-05 2.972700000E-05
210 295 1.247207008E+00 1.223959123E+00 2.324788500E-02 1.247186171E+00 1.223932256E+00 2.325391500E-02 2.083700000E-05 2.686700000E-05
210 300 1.246877633E+00 1.223674926E+00 2.320270700E-02 1.246859487E+00 1.223651030E+00 2.320845700E-02 1.814600000E-05 2.389600000E-05
210 305 1.246467392E+00 1.224140067E+00 2.232732500E-02 1.246451477E+00 1.224118232E+00 2.233324500E-02 1.591500000E-05 2.183500000E-05
210 310 1.245480374E+00 1.225016688E+00 2.046368600E-02 1.245466181E+00 1.224996853E+00 2.046932800E-02 1.419300000E-05 1.983500000E-05
210 315 1.242631484E+00 1.225750685E+00 1.688079900E-02 1.242618413E+00 1.225732103E+00 1.688631000E-02 1.307100000E-05 1.858200000E-05
210 320 1.235906574E+00 1.226280612E+00 9.625962000E-03 1.235894116E+00 1.226262202E+00 9.631914000E-03 1.245800000E-05 1.841000000E-05
210 325 1.221882755E+00 1.225335700E+00 -3.452945000E-03 1.221870370E+00 1.225316312E+00 -3.445942000E-03 1.238500000E-05 1.938800000E-05
210 330 1.194925199E+00 1.220980115E+00 -2.605491600E-02 1.194912448E+00 1.220958082E+00 -2.604563400E-02 1.275100000E-05 2.203300000E-05
210 335 1.147534067E+00 1.210188874E+00 -6.265480700E-02 1.147520922E+00 1.210161784E+00 -6.264086200E-02 1.314500000E-05 2.709000000E-05
210 340 1.072668267E+00 1.186711343E+00 -1.140430760E-01 1.072655510E+00 1.186676360E+00 -1.140208500E-01 1.275700000E-05 3.498300000E-05
240 290 1.248291290E+00 1.224957724E+00 2.333356600E-02 1.248267546E+00 1.224928237E+00 2.333930900E-02 2.374400000E-05 2.948700000E-05
240 295 1.247229799E+00 1.224048796E+00 2.318100300E-02 1.247209074E+00 1.224022224E+00 2.318685000E-02 2.072500000E-05 2.657200000E-05
240 300 1.246740739E+00 1.223387364E+00 2.335337500E-02 1.246722687E+00 1.223363653E+00 2.335903400E-02 1.805200000E-05 2.371100000E-05
240 305 1.246343739E+00 1.224215812E+00 2.212792700E-02 1.246327894E+00 1.224194536E+00 2.213335800E-02 1.584500000E-05 2.127600000E-05
240 310 1.245444803E+00 1.224740630E+00 2.070417300E-02 1.245430638E+00 1.224720993E+00 2.070964500E-02 1.416500000E-05 1.963700000E-05
240 315 1.242522490E+00 1.225419912E+00 1.710257800E-02 1.242509384E+00 1.225401480E+00 1.710790400E-02 1.310600000E-05 1.843200000E-05
240 320 1.235526630E+00 1.225748861E+00 9.777769000E-03 1.235513900E+00 1.225730443E+00 9.783457000E-03 1.273000000E-05 1.841800000E-05
240 325 1.221010118E+00 1.224457692E+00 -3.447574000E-03 1.220997055E+00 1.224437950E+00 -3.440895000E-03 1.306300000E-05 1.974200000E-05
240 330 1.193243948E+00 1.219499531E+00 -2.625558300E-02 1.193229858E+00 1.219476610E+00 -2.624675200E-02 1.409000000E-05 2.292100000E-05
240 335 1.144463062E+00 1.207491040E+00 -6.302797800E-02 1.144447487E+00 1.207462052E+00 -6.301456500E-02 1.557500000E-05 2.898800000E-05
240 340 1.067711087E+00 1.181876451E+00 -1.141653640E-01 1.067694384E+00 1.181837730E+00 -1.141433460E-01 1.670300000E-05 3.872100000E-05
