N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.102521710E+00 1.102517635E+00 1.101935325E+00 1.100216608E+00
1.600000000E+01 1.247103632E+00 1.246442401E+00 1.246234943E+00 1.246203126E+00
1.700000000E+01 1.292652674E+00 1.292733482E+00 1.292775970E+00 1.292435260E+00
1.549996187E+01 1.221755520E+00 1.220290511E+00 1.219465378E+00 1.218453660E+00
1.649996187E+01 1.263360934E+00 1.263181201E+00 1.262832681E+00 1.262969212E+00
1.674996808E+01 1.274889206E+00 1.274938499E+00 1.274509946E+00 1.274489617E+00
1.624993176E+01 1.255716863E+00 1.255338755E+00 1.255135294E+00 1.255296293E+00
1.574996808E+01 1.235484527E+00 1.234591676E+00 1.234145375E+00 1.233860335E+00
1.524993176E+01 1.194996550E+00 1.193635755E+00 1.192027334E+00 1.190234591E+00
