N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.015797594E+00 1.014002938E+00 1.012697285E+00 1.011702727E+00
1.600000000E+01 1.232903003E+00 1.228119295E+00 1.223918414E+00 1.220079826E+00
1.700000000E+01 1.242680076E+00 1.236318508E+00 1.230867863E+00 1.226092557E+00
1.549996187E+01 1.210660399E+00 1.205397042E+00 1.200755266E+00 1.196070470E+00
1.649996187E+01 1.235526406E+00 1.229749519E+00 1.224347222E+00 1.219804485E+00
1.674996808E+01 1.237051331E+00 1.230838471E+00 1.225027527E+00 1.220213727E+00
1.624993176E+01 1.235602727E+00 1.230329648E+00 1.225547358E+00 1.221396349E+00
1.574996808E+01 1.225018851E+00 1.220634920E+00 1.216706217E+00 1.213062848E+00
1.524993176E+01 1.166926634E+00 1.156609899E+00 1.146641589E+00 1.137124784E+00
