N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.015793753E+00 1.013999108E+00 1.012693768E+00 1.011699822E+00
1.600000000E+01 1.232859711E+00 1.228049529E+00 1.223813694E+00 1.219931188E+00
1.700000000E+01 1.241899607E+00 1.235151644E+00 1.229307064E+00 1.224105575E+00
1.549996187E+01 1.210627692E+00 1.205342890E+00 1.200672499E+00 1.195951359E+00
1.649996187E+01 1.235359262E+00 1.229485052E+00 1.223960859E+00 1.219271036E+00
1.674996808E+01 1.236690939E+00 1.230281729E+00 1.224237655E+00 1.219157077E+00
1.624993176E+01 1.235520413E+00 1.230197711E+00 1.225351251E+00 1.221120616E+00
1.574996808E+01 1.224991363E+00 1.220590239E+00 1.216638697E+00 1.212966375E+00
1.524993176E+01 1.166834277E+00 1.156457330E+00 1.146409708E+00 1.136793197E+00
