fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
0DT0 6:53 289.5 40.05 1.000E+000 8.305E+000 5.387E-012 2.322E+004 2.988E+000 5.532E-006 1.363E-003 
0DT1 6:56 289.6 40.04 1.000E+000 8.335E+000 5.624E-012 2.315E+004 3.000E+000 5.653E-006 1.767E-003 
0DT2 7:0 289.6 40.04 1.000E+000 8.305E+000 5.590E-012 2.315E+004 2.995E+000 5.629E-006 1.956E-003 
0DT3 7:3 289.8 40.01 1.000E+000 8.229E+000 5.524E-012 2.301E+004 2.967E+000 5.396E-006 1.484E-003 
0DT4 7:6 289.8 40.01 1.000E+000 8.243E+000 5.702E-012 2.301E+004 2.978E+000 5.535E-006 1.465E-003 
0DT5 7:9 290 39.98 1.000E+000 8.232E+000 5.854E-012 2.287E+004 2.977E+000 5.572E-006 1.851E-003 
0DT6 7:12 290.1 39.97 1.000E+000 8.249E+000 5.963E-012 2.281E+004 2.978E+000 5.601E-006 1.594E-003 
0DT7 7:15 290.1 39.97 1.000E+000 8.275E+000 6.222E-012 2.281E+004 2.992E+000 5.729E-006 2.032E-003 
0DT8 7:18 290.2 39.95 1.000E+000 8.265E+000 6.260E-012 2.274E+004 2.978E+000 5.637E-006 1.496E-003 
0DT9 7:21 290.3 39.94 1.000E+000 8.242E+000 6.311E-012 2.267E+004 2.985E+000 5.735E-006 2.032E-003 
