N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.238134745E+00 1.231322138E+00 1.224633021E+00 1.218024150E+00
1.016672606E+01 1.247116934E+00 1.240322938E+00 1.233672433E+00 1.227129988E+00
1.033324570E+01 1.253779341E+00 1.247046086E+00 1.240493584E+00 1.234089867E+00
1.049996187E+01 1.258705397E+00 1.252084806E+00 1.245699688E+00 1.239517128E+00
1.066670514E+01 1.262397376E+00 1.255960442E+00 1.249830592E+00 1.243969303E+00
1.083333839E+01 1.265270200E+00 1.259112018E+00 1.253347441E+00 1.247926240E+00
1.100000000E+01 1.267664176E+00 1.261904636E+00 1.256634788E+00 1.251783357E+00
1.116672606E+01 1.269860636E+00 1.264639423E+00 1.260001282E+00 1.255840316E+00
1.133324570E+01 1.272092899E+00 1.267554800E+00 1.263668223E+00 1.260278171E+00
1.149996187E+01 1.274546588E+00 1.270814043E+00 1.267747189E+00 1.265135029E+00
1.166670514E+01 1.277347737E+00 1.274484162E+00 1.272221931E+00 1.270306651E+00
1.183333839E+01 1.280543715E+00 1.278523190E+00 1.276961141E+00 1.275595180E+00
1.200000000E+01 1.284093085E+00 1.282799312E+00 1.281775382E+00 1.280793085E+00
1.216672606E+01 1.287883470E+00 1.287146615E+00 1.286492865E+00 1.285753279E+00
1.233324570E+01 1.291779595E+00 1.291428590E+00 1.291008106E+00 1.290409959E+00
1.249996187E+01 1.295674587E+00 1.295570500E+00 1.295285663E+00 1.294761987E+00
1.266670514E+01 1.299513120E+00 1.299554478E+00 1.299339907E+00 1.298849496E+00
1.283333839E+01 1.303284022E+00 1.303400389E+00 1.303215639E+00 1.302736308E+00
1.300000000E+01 1.307004243E+00 1.307150761E+00 1.306974428E+00 1.306496548E+00
