N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.130670000E-04 9.018400000E-05 7.485300000E-05 6.369400000E-05
1.600000000E+01 7.463060000E-04 7.152700000E-04 6.950540000E-04 6.799770000E-04
1.700000000E+01 2.388397000E-03 2.357852000E-03 2.329654000E-03 2.319550000E-03
1.549996187E+01 2.499030000E-04 2.283060000E-04 2.135220000E-04 2.028580000E-04
1.649996187E+01 1.398260000E-03 1.365014000E-03 1.335075000E-03 1.314849000E-03
1.674996808E+01 1.840038000E-03 1.803048000E-03 1.774664000E-03 1.750628000E-03
1.624993176E+01 1.037243000E-03 1.003985000E-03 9.794840000E-04 9.625640000E-04
1.574996808E+01 5.015170000E-04 4.749280000E-04 4.578920000E-04 4.440340000E-04
1.524993176E+01 -8.578200000E-05 7.810200000E-05 6.282000000E-05 5.224700000E-05
