N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+16 340 1.153065010E+00 1.172316453E+00
1.468000E+10 1.000e+16 340 1.158757208E+00 1.172386626E+00
2.154000E+10 1.000e+16 340 1.162941477E+00 1.172489876E+00
3.162000E+10 1.000e+16 340 1.166000348E+00 1.172641811E+00
4.642000E+10 1.000e+16 340 1.168262404E+00 1.172860899E+00
6.813000E+10 1.000e+16 340 1.170000974E+00 1.173177328E+00
1.000000E+11 1.000e+16 340 1.171438653E+00 1.173631437E+00
1.468000E+11 1.000e+16 340 1.172760037E+00 1.174275554E+00
2.154000E+11 1.000e+16 340 1.174127635E+00 1.175177808E+00
3.162000E+11 1.000e+16 340 1.175687507E+00 1.176418384E+00
4.642000E+11 1.000e+16 340 1.177562976E+00 1.178074719E+00
6.813000E+11 1.000e+16 340 1.179493821E+00 1.180211250E+00
1.000000E+12 1.000e+16 340 1.181710534E+00 1.181834335E+00
1.468000E+12 1.000e+16 340 1.183695197E+00 1.183800977E+00
2.154000E+12 1.000e+16 340 1.186289845E+00 1.186383646E+00
3.162000E+12 1.000e+16 340 1.189646654E+00 1.189732769E+00
4.642000E+12 1.000e+16 340 1.193861402E+00 1.193942331E+00
6.813000E+12 1.000e+16 340 1.198480799E+00 1.198530602E+00
1.000000E+13 1.000e+16 340 1.201390093E+00 1.201426334E+00
