N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+16 315 1.149118360E+00 1.157943566E+00
1.468000E+10 1.000e+16 315 1.151870534E+00 1.157999610E+00
2.154000E+10 1.000e+16 315 1.153847016E+00 1.158080539E+00
3.162000E+10 1.000e+16 315 1.155284033E+00 1.158197982E+00
4.642000E+10 1.000e+16 315 1.156366303E+00 1.158367457E+00
6.813000E+10 1.000e+16 315 1.157237494E+00 1.158610383E+00
1.000000E+11 1.000e+16 315 1.158012104E+00 1.158953810E+00
1.468000E+11 1.000e+16 315 1.158746014E+00 1.159392048E+00
2.154000E+11 1.000e+16 315 1.159544539E+00 1.159988099E+00
3.162000E+11 1.000e+16 315 1.160552569E+00 1.160857969E+00
4.642000E+11 1.000e+16 315 1.161793520E+00 1.162004296E+00
6.813000E+11 1.000e+16 315 1.163217637E+00 1.163363498E+00
1.000000E+12 1.000e+16 315 1.165008878E+00 1.165110002E+00
1.468000E+12 1.000e+16 315 1.167184212E+00 1.167254529E+00
2.154000E+12 1.000e+16 315 1.168737410E+00 1.168786373E+00
3.162000E+12 1.000e+16 315 1.169842253E+00 1.169876265E+00
4.642000E+12 1.000e+16 315 1.171226905E+00 1.171250510E+00
6.813000E+12 1.000e+16 315 1.176862688E+00 1.176992589E+00
1.000000E+13 1.000e+16 315 1.183865528E+00 1.183877847E+00
