N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+16 320 1.151510235E+00 1.162258132E+00
1.468000E+10 1.000e+16 320 1.154827325E+00 1.162318012E+00
2.154000E+10 1.000e+16 320 1.157218030E+00 1.162405385E+00
3.162000E+10 1.000e+16 320 1.158955274E+00 1.162532225E+00
4.642000E+10 1.000e+16 320 1.160255309E+00 1.162715326E+00
6.813000E+10 1.000e+16 320 1.161288702E+00 1.162978180E+00
1.000000E+11 1.000e+16 320 1.162181726E+00 1.163351779E+00
1.468000E+11 1.000e+16 320 1.163077567E+00 1.163874607E+00
2.154000E+11 1.000e+16 320 1.163934989E+00 1.164482777E+00
3.162000E+11 1.000e+16 320 1.164920454E+00 1.165297640E+00
4.642000E+11 1.000e+16 320 1.166236219E+00 1.166496957E+00
6.813000E+11 1.000e+16 320 1.167856944E+00 1.168037868E+00
1.000000E+12 1.000e+16 320 1.169718792E+00 1.169844715E+00
1.468000E+12 1.000e+16 320 1.172321824E+00 1.172409650E+00
2.154000E+12 1.000e+16 320 1.173746082E+00 1.173807197E+00
3.162000E+12 1.000e+16 320 1.175677588E+00 1.175720208E+00
4.642000E+12 1.000e+16 320 1.177220318E+00 1.177250085E+00
6.813000E+12 1.000e+16 320 1.178854701E+00 1.178875334E+00
1.000000E+13 1.000e+16 320 1.181168052E+00 1.181278475E+00
