N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+16 315 1.172998926E+00 1.182380575E+00
1.468000E+10 1.000e+16 315 1.175896740E+00 1.182447037E+00
2.154000E+10 1.000e+16 315 1.177947853E+00 1.182544456E+00
3.162000E+10 1.000e+16 315 1.179401069E+00 1.182687122E+00
4.642000E+10 1.000e+16 315 1.180444828E+00 1.182895856E+00
6.813000E+10 1.000e+16 315 1.181220187E+00 1.183200817E+00
1.000000E+11 1.000e+16 315 1.181833920E+00 1.183645402E+00
1.468000E+11 1.000e+16 315 1.182368816E+00 1.184291538E+00
2.154000E+11 1.000e+16 315 1.183831893E+00 1.185226383E+00
3.162000E+11 1.000e+16 315 1.185546723E+00 1.186570347E+00
4.642000E+11 1.000e+16 315 1.187718107E+00 1.188172210E+00
6.813000E+11 1.000e+16 315 1.188752227E+00 1.188905634E+00
1.000000E+12 1.000e+16 315 1.189689780E+00 1.189795091E+00
1.468000E+12 1.000e+16 315 1.191049076E+00 1.191306441E+00
2.154000E+12 1.000e+16 315 1.195559798E+00 1.195784784E+00
3.162000E+12 1.000e+16 315 1.198107128E+00 1.198143438E+00
4.642000E+12 1.000e+16 315 1.199011034E+00 1.199036048E+00
6.813000E+12 1.000e+16 315 1.200437391E+00 1.200665375E+00
1.000000E+13 1.000e+16 315 1.210145147E+00 1.210157967E+00
