N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+16 320 1.175238591E+00 1.186529101E+00
1.468000E+10 1.000e+16 320 1.178712133E+00 1.186563856E+00
2.154000E+10 1.000e+16 320 1.181187054E+00 1.186614473E+00
3.162000E+10 1.000e+16 320 1.182952051E+00 1.186688121E+00
4.642000E+10 1.000e+16 320 1.184229695E+00 1.186794511E+00
6.813000E+10 1.000e+16 320 1.185190645E+00 1.186948430E+00
1.000000E+11 1.000e+16 320 1.185964218E+00 1.187167866E+00
1.468000E+11 1.000e+16 320 1.186653731E+00 1.187477761E+00
2.154000E+11 1.000e+16 320 1.187603762E+00 1.187906888E+00
3.162000E+11 1.000e+16 320 1.188101928E+00 1.188488826E+00
4.642000E+11 1.000e+16 320 1.188988753E+00 1.189254380E+00
6.813000E+11 1.000e+16 320 1.190038821E+00 1.190221455E+00
1.000000E+12 1.000e+16 320 1.191260763E+00 1.191386536E+00
1.468000E+12 1.000e+16 320 1.194510140E+00 1.194827700E+00
2.154000E+12 1.000e+16 320 1.198069202E+00 1.198131006E+00
3.162000E+12 1.000e+16 320 1.199091999E+00 1.199134650E+00
4.642000E+12 1.000e+16 320 1.203579313E+00 1.203730873E+00
6.813000E+12 1.000e+16 320 1.206392641E+00 1.206414199E+00
1.000000E+13 1.000e+16 320 1.207499589E+00 1.207514355E+00
