N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+16 340 1.140435847E+00 1.151821370E+00
1.468000E+10 1.000e+16 340 1.144204656E+00 1.151869896E+00
2.154000E+10 1.000e+16 340 1.146875067E+00 1.151940581E+00
3.162000E+10 1.000e+16 340 1.148550021E+00 1.152042829E+00
4.642000E+10 1.000e+16 340 1.149789758E+00 1.152191205E+00
6.813000E+10 1.000e+16 340 1.150755945E+00 1.152404219E+00
1.000000E+11 1.000e+16 340 1.151576904E+00 1.152707610E+00
1.468000E+11 1.000e+16 340 1.152858429E+00 1.154082998E+00
2.154000E+11 1.000e+16 340 1.155934863E+00 1.156664773E+00
3.162000E+11 1.000e+16 340 1.160690986E+00 1.161142581E+00
4.642000E+11 1.000e+16 340 1.163579751E+00 1.163854452E+00
6.813000E+11 1.000e+16 340 1.165393394E+00 1.165623645E+00
1.000000E+12 1.000e+16 340 1.173543765E+00 1.173764935E+00
1.468000E+12 1.000e+16 340 1.180412189E+00 1.180538260E+00
2.154000E+12 1.000e+16 340 1.182677683E+00 1.182766450E+00
3.162000E+12 1.000e+16 340 1.193369782E+00 1.193477472E+00
4.642000E+12 1.000e+16 340 1.199766730E+00 1.199850666E+00
6.813000E+12 1.000e+16 340 1.204746044E+00 1.204783941E+00
1.000000E+13 1.000e+16 340 1.207383981E+00 1.207410992E+00
