N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+16 310 1.169598828E+00 1.181841063E+00
1.468000E+10 1.000e+16 310 1.172078500E+00 1.181891019E+00
2.154000E+10 1.000e+16 310 1.175126654E+00 1.181964252E+00
3.162000E+10 1.000e+16 310 1.178287201E+00 1.182071660E+00
4.642000E+10 1.000e+16 310 1.179457856E+00 1.182228769E+00
6.813000E+10 1.000e+16 310 1.180101215E+00 1.182458514E+00
1.000000E+11 1.000e+16 310 1.180603024E+00 1.182793887E+00
1.468000E+11 1.000e+16 310 1.181701312E+00 1.183282268E+00
2.154000E+11 1.000e+16 310 1.182843213E+00 1.183990872E+00
3.162000E+11 1.000e+16 310 1.184168933E+00 1.185013683E+00
4.642000E+11 1.000e+16 310 1.185843985E+00 1.186479222E+00
6.813000E+11 1.000e+16 310 1.188066049E+00 1.188285129E+00
1.000000E+12 1.000e+16 310 1.188896481E+00 1.188986684E+00
1.468000E+12 1.000e+16 310 1.189733590E+00 1.189795444E+00
2.154000E+12 1.000e+16 310 1.190565843E+00 1.190607765E+00
3.162000E+12 1.000e+16 310 1.191394613E+00 1.191423470E+00
4.642000E+12 1.000e+16 310 1.200316447E+00 1.200617510E+00
6.813000E+12 1.000e+16 310 1.202260966E+00 1.202275720E+00
1.000000E+13 1.000e+16 310 1.202858244E+00 1.202868361E+00
