N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+15 290 1.156962473E+00 1.169466125E+00
1.468000E+10 1.000e+15 290 1.164844343E+00 1.169471681E+00
2.154000E+10 1.000e+15 290 1.167887783E+00 1.169479653E+00
3.162000E+10 1.000e+15 290 1.168403096E+00 1.169491112E+00
4.642000E+10 1.000e+15 290 1.168764839E+00 1.169507726E+00
6.813000E+10 1.000e+15 290 1.169024791E+00 1.169531690E+00
1.000000E+11 1.000e+15 290 1.169220327E+00 1.169566038E+00
1.468000E+11 1.000e+15 290 1.169379274E+00 1.169614966E+00
2.154000E+11 1.000e+15 290 1.169522873E+00 1.169683542E+00
3.162000E+11 1.000e+15 290 1.169668474E+00 1.169777983E+00
4.642000E+11 1.000e+15 290 1.169830011E+00 1.169904640E+00
6.813000E+11 1.000e+15 290 1.170017837E+00 1.170068700E+00
1.000000E+12 1.000e+15 290 1.170237356E+00 1.170272019E+00
1.468000E+12 1.000e+15 290 1.170487126E+00 1.170510752E+00
2.154000E+12 1.000e+15 290 1.179605317E+00 1.180390010E+00
3.162000E+12 1.000e+15 290 1.181092062E+00 1.181103901E+00
4.642000E+12 1.000e+15 290 1.181470066E+00 1.181478141E+00
6.813000E+12 1.000e+15 290 1.181733522E+00 1.181739027E+00
1.000000E+13 1.000e+15 290 1.190735138E+00 1.191152411E+00
