N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+16 290 1.129893193E+00 1.137787406E+00
1.468000E+10 1.000e+16 290 1.132067836E+00 1.137937964E+00
2.154000E+10 1.000e+16 290 1.133867655E+00 1.138158164E+00
3.162000E+10 1.000e+16 290 1.135376465E+00 1.138479735E+00
4.642000E+10 1.000e+16 290 1.136712210E+00 1.138948259E+00
6.813000E+10 1.000e+16 290 1.138012791E+00 1.139628571E+00
1.000000E+11 1.000e+16 290 1.139432679E+00 1.140611657E+00
1.468000E+11 1.000e+16 290 1.141148883E+00 1.141885757E+00
2.154000E+11 1.000e+16 290 1.142096391E+00 1.142232264E+00
3.162000E+11 1.000e+16 290 1.142574323E+00 1.142666997E+00
4.642000E+11 1.000e+16 290 1.143186285E+00 1.143249916E+00
6.813000E+11 1.000e+16 290 1.143930204E+00 1.143973759E+00
1.000000E+12 1.000e+16 290 1.145013361E+00 1.145043284E+00
1.468000E+12 1.000e+16 290 1.145893475E+00 1.145914032E+00
2.154000E+12 1.000e+16 290 1.146634851E+00 1.146648960E+00
3.162000E+12 1.000e+16 290 1.147352356E+00 1.147361456E+00
4.642000E+12 1.000e+16 290 1.148012929E+00 1.148019166E+00
6.813000E+12 1.000e+16 290 1.15091241E+00 1.15091241E+00
1.000000E+13 1.000e+16 290 1.15510949E+00 1.15510949E+00
