N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+16 305 1.142510263E+00 1.148258505E+00
1.468000E+10 1.000e+16 305 1.144336479E+00 1.148305331E+00
2.154000E+10 1.000e+16 305 1.145643594E+00 1.148373657E+00
3.162000E+10 1.000e+16 305 1.146599257E+00 1.148472637E+00
4.642000E+10 1.000e+16 305 1.147331244E+00 1.148614900E+00
6.813000E+10 1.000e+16 305 1.147938301E+00 1.148817320E+00
1.000000E+11 1.000e+16 305 1.148289470E+00 1.148889065E+00
1.468000E+11 1.000e+16 305 1.148831012E+00 1.149243207E+00
2.154000E+11 1.000e+16 305 1.149603952E+00 1.149885836E+00
3.162000E+11 1.000e+16 305 1.150469622E+00 1.150663574E+00
4.642000E+11 1.000e+16 305 1.151526452E+00 1.151659797E+00
6.813000E+11 1.000e+16 305 1.152647038E+00 1.152739027E+00
1.000000E+12 1.000e+16 305 1.154261489E+00 1.154325058E+00
1.468000E+12 1.000e+16 305 1.155757961E+00 1.155801801E+00
2.154000E+12 1.000e+16 305 1.161154958E+00 1.161350370E+00
3.162000E+12 1.000e+16 305 1.167481962E+00 1.167504862E+00
4.642000E+12 1.000e+16 305 1.168457911E+00 1.168472734E+00
6.813000E+12 1.000e+16 305 1.169381763E+00 1.169391955E+00
1.000000E+13 1.000e+16 305 1.170004769E+00 1.170011783E+00
