N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+16 330 1.164787773E+00 1.179407327E+00
1.468000E+10 1.000e+16 330 1.169563827E+00 1.179465908E+00
2.154000E+10 1.000e+16 330 1.172851129E+00 1.179551865E+00
3.162000E+10 1.000e+16 330 1.175048770E+00 1.179676416E+00
4.642000E+10 1.000e+16 330 1.176670633E+00 1.179856041E+00
6.813000E+10 1.000e+16 330 1.177926324E+00 1.180114798E+00
1.000000E+11 1.000e+16 330 1.178979087E+00 1.180481614E+00
1.468000E+11 1.000e+16 330 1.179965735E+00 1.180997484E+00
2.154000E+11 1.000e+16 330 1.180998998E+00 1.181846831E+00
3.162000E+11 1.000e+16 330 1.188485730E+00 1.188997094E+00
4.642000E+11 1.000e+16 330 1.190648549E+00 1.191253147E+00
6.813000E+11 1.000e+16 330 1.195782081E+00 1.196043864E+00
1.000000E+12 1.000e+16 330 1.198000531E+00 1.198182940E+00
1.468000E+12 1.000e+16 330 1.200631660E+00 1.200750389E+00
2.154000E+12 1.000e+16 330 1.202725333E+00 1.202813005E+00
3.162000E+12 1.000e+16 330 1.205083664E+00 1.205145638E+00
4.642000E+12 1.000e+16 330 1.207214965E+00 1.207258612E+00
6.813000E+12 1.000e+16 330 1.213060945E+00 1.213092331E+00
1.000000E+13 1.000e+16 330 1.214977868E+00 1.215000101E+00
