N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+16 300 1.168874880E+00 1.174032229E+00
1.468000E+10 1.000e+16 300 1.170492852E+00 1.174042260E+00
2.154000E+10 1.000e+16 300 1.171621810E+00 1.174056972E+00
3.162000E+10 1.000e+16 300 1.172411168E+00 1.174078311E+00
4.642000E+10 1.000e+16 300 1.172969561E+00 1.174109258E+00
6.813000E+10 1.000e+16 300 1.173375568E+00 1.174153938E+00
1.000000E+11 1.000e+16 300 1.173686765E+00 1.174218061E+00
1.468000E+11 1.000e+16 300 1.173946584E+00 1.174309100E+00
2.154000E+11 1.000e+16 300 1.174189113E+00 1.175191966E+00
3.162000E+11 1.000e+16 300 1.175269754E+00 1.177138718E+00
4.642000E+11 1.000e+16 300 1.178523769E+00 1.179915622E+00
6.813000E+11 1.000e+16 300 1.182766343E+00 1.183829465E+00
1.000000E+12 1.000e+16 300 1.184893398E+00 1.184951900E+00
1.468000E+12 1.000e+16 300 1.185381284E+00 1.185421243E+00
2.154000E+12 1.000e+16 300 1.185793813E+00 1.185821047E+00
3.162000E+12 1.000e+16 300 1.186350226E+00 1.186368488E+00
4.642000E+12 1.000e+16 300 1.186892632E+00 1.186905111E+00
6.813000E+12 1.000e+16 300 1.187207912E+00 1.187216422E+00
1.000000E+13 1.000e+16 300 1.197793706E+00 1.197800083E+00
