N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+16 295 1.163173824E+00 1.176584684E+00
1.468000E+10 1.000e+16 295 1.164441336E+00 1.176592487E+00
2.154000E+10 1.000e+16 295 1.165322313E+00 1.176603812E+00
3.162000E+10 1.000e+16 295 1.167882734E+00 1.176620175E+00
4.642000E+10 1.000e+16 295 1.172545583E+00 1.176644050E+00
6.813000E+10 1.000e+16 295 1.176018386E+00 1.176678426E+00
1.000000E+11 1.000e+16 295 1.176277438E+00 1.176727776E+00
1.468000E+11 1.000e+16 295 1.176490767E+00 1.176797910E+00
2.154000E+11 1.000e+16 295 1.176686734E+00 1.176896191E+00
3.162000E+11 1.000e+16 295 1.176888396E+00 1.177031217E+00
4.642000E+11 1.000e+16 295 1.177114523E+00 1.177211910E+00
6.813000E+11 1.000e+16 295 1.177378907E+00 1.177445324E+00
1.000000E+12 1.000e+16 295 1.177688220E+00 1.177733513E+00
1.468000E+12 1.000e+16 295 1.178039616E+00 1.178070521E+00
2.154000E+12 1.000e+16 295 1.178328110E+00 1.178349154E+00
3.162000E+12 1.000e+16 295 1.178747979E+00 1.178762061E+00
4.642000E+12 1.000e+16 295 1.186644204E+00 1.187131073E+00
6.813000E+12 1.000e+16 295 1.189599337E+00 1.189606542E+00
1.000000E+13 1.000e+16 295 1.189916975E+00 1.189921889E+00
