N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+16 300 1.138356865E+00 1.142890322E+00
1.468000E+10 1.000e+16 300 1.139810436E+00 1.142933107E+00
2.154000E+10 1.000e+16 300 1.140851232E+00 1.142995594E+00
3.162000E+10 1.000e+16 300 1.141615593E+00 1.143085214E+00
4.642000E+10 1.000e+16 300 1.142208530E+00 1.143214624E+00
6.813000E+10 1.000e+16 300 1.142709252E+00 1.143397703E+00
1.000000E+11 1.000e+16 300 1.143045296E+00 1.143516477E+00
1.468000E+11 1.000e+16 300 1.143465072E+00 1.143786925E+00
2.154000E+11 1.000e+16 300 1.143953425E+00 1.144174282E+00
3.162000E+11 1.000e+16 300 1.144714547E+00 1.144866445E+00
4.642000E+11 1.000e+16 300 1.145637861E+00 1.145742075E+00
6.813000E+11 1.000e+16 300 1.147521905E+00 1.147830258E+00
1.000000E+12 1.000e+16 300 1.152357635E+00 1.152625083E+00
1.468000E+12 1.000e+16 300 1.158613002E+00 1.158853030E+00
2.154000E+12 1.000e+16 300 1.160041015E+00 1.160066846E+00
3.162000E+12 1.000e+16 300 1.161059910E+00 1.161077966E+00
4.642000E+12 1.000e+16 300 1.161881187E+00 1.161893524E+00
6.813000E+12 1.000e+16 300 1.162497953E+00 1.162506366E+00
1.000000E+13 1.000e+16 300 1.163015307E+00 1.163021050E+00
