N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+16 335 1.153329223E+00 1.171103625E+00
1.468000E+10 1.000e+16 335 1.158624150E+00 1.171173209E+00
2.154000E+10 1.000e+16 335 1.162502694E+00 1.171275760E+00
3.162000E+10 1.000e+16 335 1.165330522E+00 1.171422355E+00
4.642000E+10 1.000e+16 335 1.167425199E+00 1.171637263E+00
6.813000E+10 1.000e+16 335 1.169040464E+00 1.171945895E+00
1.000000E+11 1.000e+16 335 1.170385782E+00 1.172388715E+00
1.468000E+11 1.000e+16 335 1.171632710E+00 1.173014452E+00
2.154000E+11 1.000e+16 335 1.172933916E+00 1.173889455E+00
3.162000E+11 1.000e+16 335 1.174419502E+00 1.175082675E+00
4.642000E+11 1.000e+16 335 1.176202201E+00 1.176664463E+00
6.813000E+11 1.000e+16 335 1.177699847E+00 1.177875738E+00
1.000000E+12 1.000e+16 335 1.179375960E+00 1.179520780E+00
1.468000E+12 1.000e+16 335 1.181668647E+00 1.181793144E+00
2.154000E+12 1.000e+16 335 1.184671048E+00 1.184782162E+00
3.162000E+12 1.000e+16 335 1.188513069E+00 1.188615362E+00
4.642000E+12 1.000e+16 335 1.192433267E+00 1.192491843E+00
6.813000E+12 1.000e+16 335 1.195272404E+00 1.195314276E+00
1.000000E+13 1.000e+16 335 1.197767412E+00 1.197797345E+00
