N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 1.000e+16 325 1.175584752E+00 1.188879694E+00
1.468000E+10 1.000e+16 325 1.179651068E+00 1.188928878E+00
2.154000E+10 1.000e+16 325 1.182570502E+00 1.189000010E+00
3.162000E+10 1.000e+16 325 1.184670288E+00 1.189104879E+00
4.642000E+10 1.000e+16 325 1.186206183E+00 1.189255320E+00
6.813000E+10 1.000e+16 325 1.187379152E+00 1.189471863E+00
1.000000E+11 1.000e+16 325 1.188346190E+00 1.189780229E+00
1.468000E+11 1.000e+16 325 1.189229934E+00 1.190214190E+00
2.154000E+11 1.000e+16 325 1.190137597E+00 1.190813055E+00
3.162000E+11 1.000e+16 325 1.191156300E+00 1.191620544E+00
4.642000E+11 1.000e+16 325 1.192354631E+00 1.192674356E+00
6.813000E+11 1.000e+16 325 1.193773624E+00 1.193994330E+00
1.000000E+12 1.000e+16 325 1.195415708E+00 1.195568404E+00
1.468000E+12 1.000e+16 325 1.197162764E+00 1.197268483E+00
2.154000E+12 1.000e+16 325 1.198987045E+00 1.199059970E+00
3.162000E+12 1.000e+16 325 1.202696302E+00 1.202898694E+00
4.642000E+12 1.000e+16 325 1.206383278E+00 1.206419795E+00
6.813000E+12 1.000e+16 325 1.207792120E+00 1.207817407E+00
1.000000E+13 1.000e+16 325 1.214039357E+00 1.214058094E+00
