N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+16 330 1.153663128E+00 1.168914409E+00
1.468000E+10 1.000e+16 330 1.158263829E+00 1.168981145E+00
2.154000E+10 1.000e+16 330 1.161613043E+00 1.169079475E+00
3.162000E+10 1.000e+16 330 1.164050772E+00 1.169221935E+00
4.642000E+10 1.000e+16 330 1.165859386E+00 1.169427598E+00
6.813000E+10 1.000e+16 330 1.167268012E+00 1.169725415E+00
1.000000E+11 1.000e+16 330 1.168458883E+00 1.170150272E+00
1.468000E+11 1.000e+16 330 1.169584185E+00 1.170749213E+00
2.154000E+11 1.000e+16 330 1.170777009E+00 1.171581015E+00
3.162000E+11 1.000e+16 330 1.172152220E+00 1.172708704E+00
4.642000E+11 1.000e+16 330 1.173718162E+00 1.174104713E+00
6.813000E+11 1.000e+16 330 1.175491681E+00 1.175683508E+00
1.000000E+12 1.000e+16 330 1.177441046E+00 1.177599930E+00
1.468000E+12 1.000e+16 330 1.180122022E+00 1.180259506E+00
2.154000E+12 1.000e+16 330 1.183238588E+00 1.183332593E+00
3.162000E+12 1.000e+16 330 1.185722872E+00 1.185789127E+00
4.642000E+12 1.000e+16 330 1.188025849E+00 1.188072680E+00
6.813000E+12 1.000e+16 330 1.190755639E+00 1.190788731E+00
1.000000E+13 1.000e+16 330 1.192758821E+00 1.192782162E+00
