N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+16 325 1.153003059E+00 1.165894517E+00
1.468000E+10 1.000e+16 325 1.156938583E+00 1.165958517E+00
2.154000E+10 1.000e+16 325 1.159787271E+00 1.166051448E+00
3.162000E+10 1.000e+16 325 1.161858512E+00 1.166186925E+00
4.642000E+10 1.000e+16 325 1.163400744E+00 1.166382232E+00
6.813000E+10 1.000e+16 325 1.164612930E+00 1.166663136E+00
1.000000E+11 1.000e+16 325 1.165654451E+00 1.167063765E+00
1.468000E+11 1.000e+16 325 1.166658595E+00 1.167627967E+00
2.154000E+11 1.000e+16 325 1.167738785E+00 1.168406748E+00
3.162000E+11 1.000e+16 325 1.168872289E+00 1.169333253E+00
4.642000E+11 1.000e+16 325 1.170249528E+00 1.170568682E+00
6.813000E+11 1.000e+16 325 1.172104565E+00 1.172326741E+00
1.000000E+12 1.000e+16 325 1.174217728E+00 1.174372914E+00
1.468000E+12 1.000e+16 325 1.176545831E+00 1.176654399E+00
2.154000E+12 1.000e+16 325 1.178830585E+00 1.178906553E+00
3.162000E+12 1.000e+16 325 1.180930023E+00 1.180983473E+00
4.642000E+12 1.000e+16 325 1.183109258E+00 1.183146577E+00
6.813000E+12 1.000e+16 325 1.185175494E+00 1.185201031E+00
1.000000E+13 1.000e+16 325 1.187005921E+00 1.187024240E+00
