N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 1.000e+16 295 1.133738660E+00 1.137283214E+00
1.468000E+10 1.000e+16 295 1.134885663E+00 1.137322259E+00
2.154000E+10 1.000e+16 295 1.135708084E+00 1.137378888E+00
3.162000E+10 1.000e+16 295 1.136316664E+00 1.137460562E+00
4.642000E+10 1.000e+16 295 1.136794646E+00 1.137577124E+00
6.813000E+10 1.000e+16 295 1.137207123E+00 1.137930698E+00
1.000000E+11 1.000e+16 295 1.137606334E+00 1.138719003E+00
1.468000E+11 1.000e+16 295 1.138995598E+00 1.139857610E+00
2.154000E+11 1.000e+16 295 1.140828789E+00 1.141480731E+00
3.162000E+11 1.000e+16 295 1.143260435E+00 1.143768415E+00
4.642000E+11 1.000e+16 295 1.146534038E+00 1.146944236E+00
6.813000E+11 1.000e+16 295 1.150199632E+00 1.150260694E+00
1.000000E+12 1.000e+16 295 1.151573041E+00 1.151615024E+00
1.468000E+12 1.000e+16 295 1.152537124E+00 1.152566046E+00
2.154000E+12 1.000e+16 295 1.153515204E+00 1.153535074E+00
3.162000E+12 1.000e+16 295 1.154266937E+00 1.154279761E+00
4.642000E+12 1.000e+16 295 1.154972509E+00 1.154981309E+00
6.813000E+12 1.000e+16 295 1.155536521E+00 1.155542507E+00
1.000000E+13 1.000e+16 295 1.164380189E+00 1.164551229E+00
