N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.018940233E+00 1.017888031E+00 1.017098070E+00 1.016474767E+00
1.600000000E+01 1.229056403E+00 1.223091201E+00 1.217490976E+00 1.212867725E+00
1.700000000E+01 1.224589615E+00 1.218508084E+00 1.213734072E+00 1.210085161E+00
1.549996187E+01 1.172614050E+00 1.161187826E+00 1.151019997E+00 1.141523778E+00
1.649996187E+01 1.227580928E+00 1.220806692E+00 1.214797876E+00 1.209646796E+00
1.674996808E+01 1.224604570E+00 1.217794766E+00 1.211969770E+00 1.207239798E+00
1.624993176E+01 1.230575086E+00 1.224215416E+00 1.218487156E+00 1.213390424E+00
1.574996808E+01 1.217209740E+00 1.210524624E+00 1.205023604E+00 1.199807015E+00
1.524993176E+01 1.011262959E+00 1.010103641E+00 1.009245761E+00 1.008585880E+00
